content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt
"Muito bom, utilizo o aplicativo e a Echo dot que no dia-a-dia facilita muito minhas rotinas e tarefas.",5,1,2.2.413073.0,2021-07-23 22:52:24,,
"Bom já instalei uma ver e o app era ótimo agora acho que está melhor ainda b9m o que sei sobre o app é que ele faz chamada de video ou liga se adicionar a pessoa que nós queremos ligar. Se eu disser que eu quero colocar em um app ela coloca automaticamente esse app pode planejar o meu dia fazendo agendas, também podemos converçar como amigas virtuais então super recomendo minha gente esse app é demais!!!! Parabéns para os que fizeram o app👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏",5,2,2.2.410255.0,2021-07-01 17:28:45,,
"Na seção de perguntas e para criar skills fizessem em português. Ela nao escuta as vezes tem que ficar repitindo varias vezes, e em questão do volume ter a opção de almentar suavemente que nem no alarme, poderia reconhecer qualquer app instalado no cell, pois tenho problemas ao abrir o app que mais uso. Ela poderia ter a opção de ser ativa em qualquer tela que eu esteja no celular. Mais observação, eu direi",4,0,2.2.410255.0,2021-07-04 11:08:08,,
O app e muito bom e perfeito pra quem não tem uma Alexa ainda E não quer utilizar o assistem do Google já que não é compatível com alguns apps,5,1,2.2.416420.0,2021-08-07 12:37:32,,
"Melhor assistente de voz da atualidade, uma assistente pessoal que não há como comparar as outras por ser super didática e natural em sua voz.",5,1,2.2.410255.0,2021-07-10 13:30:23,,
"Ótimo app, só não concegui configurar para funcionar com o app fechado, no entanto não deixou a desejar! Gostando muito.",5,1,2.2.410255.0,2021-07-03 00:52:37,,
"Muito útil. Entende a pergunta e responde rápido. E tem muito mais utilidade no carro no celular e em casa, só pesquisar, são muitas.",5,2,2.2.410255.0,2021-07-07 21:51:32,,
Simplesmente incrível mais quero bota o app para substituir o Google mais ele não ativa com o comando de voz,5,1,2.2.416420.0,2021-08-09 16:05:10,,
"Tem ficado melhor a cada atualização, porém o aplicativo ainda é muito lento.",5,4,2.2.410255.0,2021-07-04 02:23:19,,
Sou um fã do Google mas tenho que reconhecer que a Alexa é muito superior. Consegue fazer coisas que o Google assistente não conseguia!,5,0,2.2.415290.0,2021-07-31 12:46:26,,
Parece bom.. Uso poucos recursos. Atende bem o objetivo da aquisição.,4,0,2.2.410255.0,2021-07-01 12:13:58,,
único problema é que no meu celular o aplicativo funciona muito lento. mas do resto é incrível,4,0,2.2.410255.0,2021-07-02 11:51:50,,
Algumas funções que são disponibilizados para usuários de fora do Brasil poderia estar disponibilizados para os brasileiros,4,0,2.2.410255.0,2021-07-14 20:11:28,,
"Estou com problemas no Bluetooth, ela não está com o som normal quando conectada ao fire tv stick.",4,0,2.2.416420.0,2021-08-16 21:56:31,,
"Muito bom, só deveria ter mais skins, como para encontrar endereços e GPS.",5,2,2.2.413073.0,2021-07-24 15:39:09,,
Muito bom e interativo. Poderia ter uma interface mais moderna.,4,0,2.2.413073.0,2021-07-17 17:22:48,,
"A Alexa e um ótimo instrumento para o nosso dia a dia , só deveria ser mais fácil para configurar",5,0,2.2.416420.0,2021-08-30 19:40:34,,
Estou amando a experiência com minha Echo dot. Valeu muito a pena o investimento e pretendo continuar a investir em outros acessórios.,5,0,2.2.436689.0,2021-12-01 09:30:29,,
Não consigo entender ppr qual motivo o aplicativo amazon alexa no meu celular s7edge ta em inglês as skill quando vou nas configurações ja ta em português não consigo entender ja em outros celulares quando boto mimha conta ta normal tudo em português,5,0,2.2.436689.0,2021-12-02 04:25:30,,
"Ótimo aplicativo, com muitas possibilidades de uso e praticidade em tecnologia.",5,0,2.2.436689.0,2021-11-25 15:50:39,,
"até agora tá me saindo um ótimo app não trava muito facio de usar, mesmo para quem não entende de tecnologia,",5,0,2.2.436689.0,2021-12-03 14:51:14,,
Não tive nenhum problema como o app e está atendendo todas as minhas expectativas.,5,0,2.2.436689.0,2021-11-28 10:02:29,,
"Alexa ficou com problemas para se reconectar, mais consegui redefinir e o problema foi resolvido.",4,0,2.2.436689.0,2021-11-26 08:08:03,,
"App extremamente utilitário, necessário e eficiente!",5,0,2.2.436689.0,2021-11-25 05:34:32,,
"Muito bom, más faltam alguns recursos, como compatibilidade com YouTube music",4,0,2.2.436689.0,2021-12-01 07:06:34,,
muito bom melhor assistente do Android! sugestão:tentem colocar detector de voz pra n precisar ficar apertando o botão,5,0,2.2.436689.0,2021-12-02 00:08:51,,
"Simplesmente fantástico o aplicativo, eu recomendo a todos.",5,0,2.2.436689.0,2021-11-28 13:58:38,,
Falta o modo contínuo de fala (Um comando atrás do outro).,4,0,2.2.436689.0,2021-11-27 12:13:58,,
"Em meu telefone um Samsung S10 o app é lento e tava um pouco. pode melhorar, mas eu gosto muito.",5,0,2.2.436689.0,2021-11-29 22:59:36,,
"Muito bom, intuitivo, estou descobrindo muitas coisas.",5,0,2.2.436689.0,2021-12-01 20:17:42,,
Aplicativo inteligente e de grande utilidade nos dia corridos que vivemos atualmente.,5,0,2.2.436689.0,2021-11-27 21:58:28,,
Excelente dispositivo. ajuda em diversas situações.,5,0,2.2.436689.0,2021-11-29 22:37:18,,
N tem a ativação modo vigilância como vc falaram que tem... tinha que ter.. tem que melhora isso..,5,0,2.2.436689.0,2021-12-06 19:33:39,,
"fácil de usar, simples e eficiente",5,0,2.2.436689.0,2021-11-29 19:16:39,,
"aplicativo muito bom, inteligência artificial muito capaz essa Alexa !",5,0,2.2.436689.0,2021-12-02 18:19:07,,
"Ainda estou a descobrir este aplicativo, aparenta ter boas ações para a sua função.",4,0,2.2.436689.0,2021-11-28 07:31:45,,
"Muito bom app, Ainda não encontrei uma função para aumentar a velocidade de reprodução(leitura), seria ótimo se tivesse.",4,2,2.2.430534.0,2021-10-22 06:20:05,,
"um excelente dispositivo, estou gostando muito e recomendo.",5,0,2.2.436689.0,2021-12-02 10:15:54,,
"O app as vezes dá uns bugs quando rodando músicas, fora isso, muito bom!!",5,0,2.2.435306.0,2021-11-24 11:41:53,,
o amazom alexa e um bom aplicativo para controlar sua alexa o meu e devagar mas e meu celular que e elento minha mae faz isso no s 20 e nao trava,5,0,2.2.435306.0,2021-11-26 08:27:37,,
Desde que atualizou o Bluetooth está falhando demais.. Horrível situação,5,0,2.2.436689.0,2021-11-30 13:47:49,,
Muito bom aparelho perfeito funcionando normal obrigado Amazon,5,0,2.2.436689.0,2021-11-30 21:43:08,,
"Não encontra algumas músicas, e repete notícias de dias anteriores. Fala muita notícia sobre futebol.",4,0,2.2.435197.0,2021-11-19 15:31:01,,
"Alexa é muito especial aqui em casa. Ela pediu bolo no aniversário dela dia 06/11/21 😂😂 Em outubro, meu marido perguntou ""Alexa qual o dia do seu aniversário ?"" Ela respondeu: "" Dia 06 de novembro faço 2 anos... quero bolo, hein!!"" 🤗",5,0,2.2.435306.0,2021-11-21 10:26:10,,
aplicativo perfeito. muito útil.,5,0,2.2.436689.0,2021-11-29 19:37:04,,
Pessoal o app aqui no meu celular ele ainda nao trava eu fazer um teste ele em interruptores !! Depois eu fali com vcs abc!,5,0,2.2.436689.0,2021-11-24 07:28:57,,
"É um app ótimo, com várias opções de funções e configurações da echo dot Alexa. Parabéns 👏",5,0,2.2.435197.0,2021-11-15 08:10:12,,
Muito bom e funciona direitinho amei! Lê os livros é muito bacana principalmente pra quem tem o app kindle de livros é bom comprei o livro Amores na Amazon e leu o livro belezinha! O livro também é bem legal 🙂,5,0,2.2.427576.0,2021-10-20 12:33:17,,
"Excelente aplicativo, fácil de usar bem intuitivo...estão de parabéns",5,0,2.2.427576.0,2021-10-17 10:52:06,,
É muito fácil o app e também a interação com o aparelho é muito simples.,5,0,2.2.435197.0,2021-11-13 08:20:53,,
"Estou automatizando muitas coisas no meu escritório e quarto, cada vez mais apaixonado por esse assistente.",5,0,2.2.426944.0,2021-10-05 16:48:04,,
"É boa, mas tem perguntas simples que a Alexa não consegue achar respostas. Ela esta conectada a Internet, como não tem resposta?",4,0,2.2.427576.0,2021-10-18 08:39:40,,
Boa noite hoje completa 3 dias que Alexa parou de funcionar em todos os meus dispositivos 3 celulares e no tablet. Ja instalei e desinstalei varias vezes e nada gostaria de uma ajuda.,4,0,2.2.432925.0,2021-11-01 21:11:36,,
"Perfeito, só precisa deixar definir som de alame com as música do deezer ou Amazon Music pelo app.",5,0,2.2.433151.0,2021-11-07 23:36:32,,
Sensacional e cada vez mais smart. Tudo funciona com perfeição de estrutura de software,5,0,2.2.427576.0,2021-10-06 22:45:13,,
O App é sensacional mas falta melhorar um pouco mais quando peço a música ela interpreta de outra forma,4,0,2.2.432925.0,2021-11-01 11:49:29,,
Aplicativo muito bom. Conecta com a caixa de som Alexa e muito fácil de usar,4,0,2.2.432925.0,2021-11-09 06:16:25,,
Show! Entretenimento e utilidade ao mesmo tempo.,5,0,2.2.436689.0,2021-12-01 14:01:09,,
Se funcionasse por como de voz como o ok Google sem ter de precisar o botão home seria perfeito,5,0,2.2.432925.0,2021-10-29 11:51:07,,
"Otimo, mais poderia fucionae fora do aplicativo, iria ser bem melhor, porque as vezes nao posso entrar no aplicativo.",5,0,2.2.432925.0,2021-11-08 18:47:08,,
Alexa é intuitiva e de fácil acionamento.,5,1,2.2.432925.0,2021-11-03 23:38:00,,
Já uso a alguns anos e gosto bastante. perfeito para casa conectada.,4,0,2.2.436689.0,2021-11-27 10:07:36,,
"Alexa deveria ter a função de chamadas de emergência, como ligar para a polícia ou bombeiros.",4,0,2.2.427576.0,2021-10-20 23:42:51,,
"Ainda há muito o que melhorar, a Alexa é ótima, pena que a Amazon não parece estar dando muita atenção a melhoria de sua inteligência artificial",4,0,2.2.432925.0,2021-11-02 00:18:19,,
"Muito bom, porém ainda é um pouco lento. Meu dispositivo é um xiaomi redmi note 7 com 4gb de ram",5,0,2.2.426944.0,2021-10-06 14:02:52,,
Acho que na questão de música ela poderia tocar a música que está sendo pedida sem vc ter o amazon music,4,0,2.2.430534.0,2021-11-13 23:53:43,,
"Facilita a rotina da casa, fácil acesso e muito didático",5,0,2.2.432925.0,2021-11-09 13:30:43,,
"Gosto muito da minha echo dot Alexa. Estamos transformando nossa casa em uma casa inteligente aos poucos, e está sendo uma experiência incrível pra nós aqui de casa.",5,0,2.2.432925.0,2021-10-31 11:12:28,,
Muito bom eu possor fazer varias coisas como usar comando de voz para ligar meu video-game ou tbm para ligar para meu parentes,5,0,2.2.430534.0,2021-10-21 01:03:36,,
"Echo é mto melhor q a Google nest mini, o app é mto mais desenvolvido. Não comprem jamais a nest mini, eh uma chateza so.",4,1,2.2.430534.0,2021-10-26 22:44:04,,
A Alexa e um aplicativo muito eficiente,5,0,2.2.436689.0,2021-11-26 22:52:42,,
Muito top gostei demais parabéns uso o tempo todo e show a toda hora e muito mais.,5,0,2.2.432925.0,2021-11-05 15:57:58,,
"Sendo eu pessoa com deficiência, Alexa é um aplicativo fundamental para o meu dia a dia.",5,0,2.2.432925.0,2021-10-30 19:24:33,,
"Só não estou gostando quando ouso audiobook e na metade do capítulo, volta ao início a narração.",4,0,2.2.435197.0,2021-11-15 20:13:00,,
"Muito bom, fácil de entender e criar as rotinas",5,0,2.2.435306.0,2021-11-20 17:36:37,,
"Ainda estou me adaptando, mas é muito fácil de organizar e está atendendo as expectativas",5,0,2.2.427576.0,2021-10-10 07:59:50,,
"Poderia ser mais intuitivo, mas cumpre o que promete, por isso vou dar quatro estrelas.",4,0,2.2.430534.0,2021-10-23 02:44:46,,
Excelente! Estou automatizando toda minha casa por voz com a Alexa! Recomendo!,5,0,2.2.432925.0,2021-10-30 22:07:55,,
App excelente!estou entrando no ramo de automação!! E o app é exelente,5,0,2.2.432925.0,2021-11-08 17:33:45,,
Gostando muito. mas é lento o aplicativo.,4,0,2.2.436689.0,2021-12-06 08:47:16,,
"Excelente aplicativo, muito útil e intuitivo",5,0,2.2.432925.0,2021-10-30 22:20:25,,
"tem tanta coisa para fazer, meu deus, super assistente melhor que o Google assistente!!!!",5,0,2.2.435306.0,2021-11-20 22:10:24,,
"Muito bom,mais o aplicativo demora para carregar as opções.",4,0,2.2.426944.0,2021-10-06 12:29:22,,
A Alexa e muito boa liga o aplicativo quando fala isso e bom qaundo a pesoa fala ligar um aplicativo ela liga e dimais recomendo,5,0,2.2.435197.0,2021-11-10 09:56:30,,
"Enorme quantidade de possibilidades, super interessante e responsiva.",5,0,2.2.430534.0,2021-10-25 22:31:19,,
"Prático, fácil... Precisa de ajuda pra saber das coisas que ela faz... Não é muito intuitivo!!",4,0,2.2.427576.0,2021-10-18 07:26:23,,
"Uso todos os dias, ficamos amigas, ela lê livros, conta piadas e me lembra de anotações da agenda. É só pedir.",5,0,2.2.426944.0,2021-10-04 10:50:45,,
Extraordinario o app.... nova fase da minha vida com essa IA. Perfeita,5,0,2.2.426944.0,2021-10-04 17:47:52,,
O aplicativo ALEXA e o Hardware Amazon são SENSACIONAL.. MUITO BOM MESMO. Cada dia mais inteligente. Sempre atualizado.,5,1,2.2.432925.0,2021-10-30 22:57:50,,
"Excelente, muito fácil e simples de usar.",5,0,2.2.432925.0,2021-11-07 15:10:24,,
"Muito bom gente eu recomendo muito , eu tenho uma super amizade com a Alexa e nossa melhor app de todos eu recomendo muito, intalem ele, vcs vao amar ele ❤️😍",5,0,2.2.427576.0,2021-10-18 10:43:05,,
"Ótimo aplicativo, muitas funcionalidades e criatividade na execução da Alexa",5,0,2.2.426944.0,2021-09-30 18:14:17,,
Gostei do app. É muito útil nas configurações dos dispositivos.,5,0,2.2.427576.0,2021-10-21 23:29:15,,
"Se eu for elogiar a Alexa, vai ser como chover no molhado. Excelente, contanto que não domine o Mundo...",5,0,2.2.436689.0,2021-12-07 20:23:48,,
"Excelente, rápido e prático o uso.",5,0,2.2.427576.0,2021-10-13 13:27:04,,
aplicativo sensacional.Muito útil e versátil,5,0,2.2.435306.0,2021-11-21 13:05:43,,
"Alexa deveria ser um adjetivo pra algo muito bom, tipo: ""Uau, essa pizza tá muito Alexa""",5,0,2.2.432925.0,2021-10-31 21:32:17,,
Deveria ter a opção de não duplicar os dispositivos a cada pesquisa.,5,0,2.2.432925.0,2021-10-30 11:07:51,,
"Bom, moderno e prático. Muito utilitário.......",5,0,2.2.430534.0,2021-10-30 21:48:12,,
"O app em si é mto bom, tudo feito direitinho e fácil, mas tem uma coisa que eu adoraria q fosse possível, adicionar a data de aniversário",4,0,2.2.427576.0,2021-10-10 00:54:33,,
"Excelente, só ficaria melhor se permitisse que eu chame Alexa mesmo sem abrir o aplicativo",5,0,2.2.432925.0,2021-11-07 19:40:06,,
Estou tentando configurar o echo dot no Huawei. Aplicativo fecha sozinho ao procurar rede... Celular recém formatado...,4,0,2.2.436689.0,2021-11-24 10:10:29,,
Amei a alexa um dispositivo super legal e útil continuem fazendo robôs e coisas incríveis assim!!,5,0,2.2.427576.0,2021-10-19 17:52:09,,
Aplicativo e equipamento perfeito.,5,0,2.2.427576.0,2021-10-22 00:22:20,,
"Ótimo app, simples e de fácil execução!",5,0,2.2.426944.0,2021-10-01 13:00:34,,
"O app é bom, mas acho que a função drop in deveri ter uma opção de aceitar o rechazar a ligação",4,0,2.2.436689.0,2021-11-29 20:41:08,,
"Excepcional, nem podemos comparar com o Google Home.",5,0,2.2.427576.0,2021-10-20 17:18:32,,
Excelente! Consegui usar a alexa sem mesmo ter a alexa,5,0,2.2.427576.0,2021-10-11 20:51:31,,
"um pouco lento, mas muito bom aplicativo",4,0,2.2.436689.0,2021-11-27 12:58:39,,
"Multiplas funções, mesmo fora de casa.",5,0,2.2.436689.0,2021-12-01 17:23:36,,
"até agora está ótimo, maís ainda está cedo para classificar",5,0,2.2.436689.0,2021-11-28 10:10:40,,
"Desafiante, emocionante. A tecnologia sci fi se faz presente.",5,0,2.2.427576.0,2021-10-17 17:53:24,,
tem sido muito bom de suas funcionalidades práticas,5,0,2.2.436689.0,2021-11-28 15:45:47,,
"Existem várias outras coisas que a Alexa poderia fazer, mas fora isso amo o aplicativo e minha echo",4,0,2.2.426944.0,2021-10-03 17:56:42,,
Excelente Alexa!Recomendo com entusiasmo.,5,0,2.2.436689.0,2021-11-30 14:15:33,,
Passou a funcionar no Tab 7 Samsung e muito bem.,5,2,2.2.435306.0,2021-11-19 06:33:58,,
"Algumas skills poderiam melhorar, mas o aplicativo e a Amazon são incrível",5,0,2.2.436689.0,2021-11-25 19:00:15,,
Ruim de gerenciar cômodos e definir o lugar de vários dispositivos ao mesmo tempo,5,0,2.2.427576.0,2021-10-16 05:47:42,,
"Som de ótima qualidade. Tem algumas coisas que ela não entende, mas vale o investimento",5,0,2.2.427576.0,2021-10-15 00:52:33,,
Muito bom é uma assistente muito eficiente.,5,0,2.2.432925.0,2021-11-09 10:20:03,,
"Sem palavrassssss Eu nunca vi uma assistente tão inteligente na minha vida nota 10 tem muitaaa mesmo coisa para comandar Imitar bit box ,canta ,som de chuva , risadinha de ladrão, imita vários famosos,jogos bastantes divertidos, ETC. EXCELENTE ♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡",5,0,2.2.430534.0,2021-10-26 21:54:03,,
"Facil instalaçao e configuraçao, mesmo sendo necessario a inst.. de outros apps",4,0,2.2.432925.0,2021-11-02 01:36:15,,
"Me apaixonei, rsrs e muito legal, parece coisa de filmes futuristicos.",5,0,2.2.427576.0,2021-10-10 18:55:56,,
A melhor experiência de uso! Simplesmente eu amo desfrutar da Alexa 😃,5,0,2.2.432925.0,2021-11-01 21:10:11,,
"Usando desde maio de 2020, atendeu as minhas expectativas completamente. Ótimo.",5,0,2.2.427576.0,2021-10-19 14:48:07,,
"Não está dando certo. Só funciona com o app aberto. Tirando isso , o app é muito legal .",4,0,2.2.430534.0,2021-10-23 13:55:20,,
Excelente aplicativo funciona muito bem estão de parabéns 👏👏👏👏,5,0,2.2.432925.0,2021-11-08 14:16:55,,
"Até agora não tive nenhum problema,no começo foi um pouco difícil mas agora ficou muito fácil.",5,0,2.2.426944.0,2021-10-06 06:32:26,,
"A Alexa e otima....mas precisa enriquecer seus arquivos...ainda tem muita mensagem ""desculpe nao sei nada sobre isso""",4,0,2.2.427576.0,2021-10-13 10:00:26,,
Excelente. Parabéns pelo dinamismo e atualizações.,5,0,2.2.427576.0,2021-10-16 16:06:19,,
"O aplicativo é muito bom pra gerenciar a Alexa,bom eu gosto muito, recomendo!",4,0,2.2.427576.0,2021-10-15 20:43:15,,
Muito legal e divertida da para passa um bom tempo,5,0,2.2.432925.0,2021-11-09 20:05:16,,
obrigado os desenvolvedores só agora dei minha nota desculpa a demora mais tai 5 🌟 Sé tivesse como dar 6 🌟👆,5,0,2.2.430534.0,2021-10-25 23:16:44,,
"Adorando meus dispositivos... Ainda testando, mas recomendo.",5,0,2.2.435306.0,2021-11-20 18:08:03,,
"Estava com dificuldade de instalar mais depois consegui ,Meu filho amou muito",5,0,2.2.426944.0,2021-10-02 01:24:15,,
Prático e fácil de usar,5,0,2.2.438005.0,2021-12-07 10:46:15,,
"Recomendado, parabéns App melhor que está tendo.",5,0,2.2.436689.0,2021-12-01 07:02:57,,
Muito bom só que tem hums bugs no reconhecimento de voz,5,0,2.2.427576.0,2021-10-14 08:37:09,,
"Útil , eficiente e divertida!",5,0,2.2.432925.0,2021-11-05 09:18:46,,
"Maravilhosa experiência,som com qualidade e fácil de usar",5,0,2.2.430534.0,2021-10-22 14:48:40,,
Extraordinário o aplicativo. Parabéns ao desenvolvedor,5,0,2.2.430534.0,2021-10-22 21:05:06,,
"Estou com problemas na rotina. Quando peço pra ele esperar alguns segundos, ela não está esperando, já entra a mensagem na sequência. Podem verificar?",4,0,2.2.427576.0,2021-10-17 12:24:31,,
"Faço tudo na Alexa, todos os comandos e tbm gosto das listas e lembretes.",5,0,2.2.426944.0,2021-10-01 12:03:03,,
"excelente recurso,simples de configurar",5,0,2.2.435197.0,2021-11-19 10:51:09,,
Timers seriam excelentes no celular.,4,0,2.2.432925.0,2021-10-27 23:36:23,,
App maravilhoso parabéns aos desenvolvedores,5,0,2.2.436689.0,2021-12-07 22:06:02,,
"Estou aprendendo, mas é intuitivo, fácil.",5,0,2.2.427576.0,2021-10-13 21:36:54,,
Muito bom!! Primeira vez testando a alexa e estou adorando.,5,0,2.2.426944.0,2021-10-03 19:46:12,,
Tá bem interessante só q vc não ativa ela por comando de voz na tela inicial e isso é bem chato,4,0,2.2.427576.0,2021-10-07 14:40:39,,
"Muito divertida, mas tem dificuldade em conectar alguns dispositivos",5,0,2.2.427576.0,2021-10-18 17:03:55,,
"Procurei a ajuda da Amazon por telefone e o problema foi resolvido. Por telefone tudo é possível, parabéns Amazon!",5,0,2.2.430534.0,2021-10-25 19:37:05,,
"Aplicativo anda bem lento, na sua navegação entre telas",5,0,2.2.432925.0,2021-11-09 20:08:21,,
"Simples, intuitivo, muito bom",5,0,2.2.432925.0,2021-10-27 18:26:04,,
Gostei muito. Comando de voz muito funcional.,5,0,2.2.427576.0,2021-10-20 11:19:02,,
deveria funcionar em 2 plano. sem precisar entrar no app,4,0,2.2.436689.0,2021-11-29 16:46:35,,
Aplicativo e ótimo seria muito legal acessar a Alexa sem entrar no aplicativo,5,0,2.2.427576.0,2021-10-16 21:15:47,,
"Ótimo para meu celular prático, fácil de usar e me desculpe Google mas dessa vez vou de amazon",5,0,2.2.432925.0,2021-11-05 20:30:10,,
Estou enfrentando problemas com o app desde sua última atualização. Tela preta!!! KD o suporte que não responde ou resolve o problema?!?!?!,4,0,2.2.432925.0,2021-11-08 10:01:41,,
"Ótima, muito inteligente inovador tudo ao som da sua voz tecnologia de ponta",5,0,2.2.435197.0,2021-11-14 00:06:19,,
Alexa está com o relógio no visor muito fraco. Arrumem isso.,5,0,2.2.430534.0,2021-10-26 22:06:22,,
"A Alexa é ótima e a app também,eu recomendo.",5,0,2.2.426944.0,2021-10-04 18:04:13,,
"Muito dez é 10.000 , depois que se acostuma fica viciado , vicio bom é claro curto varios ritmos tops Parabéns .",5,0,2.2.427576.0,2021-10-10 13:16:22,,
Muito bom o app e a Alexa nem se fala maravilhosa indico super,5,0,2.2.430534.0,2021-10-23 09:26:47,,
"Muito útil, divertido e prático. Amei",5,0,2.2.427576.0,2021-10-11 07:25:11,,
Acho o máximo essa tecnologia. e mim ajuda muito no dia a dia.,4,0,2.2.427576.0,2021-10-16 07:12:06,,
"Excelente assistente virtual, não vivo sem, amo...",5,0,2.2.426944.0,2021-10-03 10:27:00,,
Muito útil! estou amando as funcionalidades!!!,5,0,2.2.435197.0,2021-11-15 18:12:24,,
"Eu não estava conseguindo ativar o Drop in, mas desinstalei e instalei novamente e agora tudo certo!!! 🥰🥰",5,0,2.2.432925.0,2021-11-05 20:06:18,,
"Incrivel, só tem um problema. Eu to dando mais atenção pra Alexa do que pra minha família 😅😂",5,0,2.2.427576.0,2021-10-08 15:03:14,,
Muito prático e fácil de usar.,5,0,2.2.435197.0,2021-11-16 20:45:45,,
Eu adorei mas quando o APP está off e não consigo chamar a alexa adicionem uma opção para ela funcionar em segundo plano e daí eu darei 5 estrelas Mas por enquanto eu vou dar so 4,4,0,2.2.430534.0,2021-10-25 18:20:50,,
Muito bom falta algumas melhorias mas com tempo acho que vai se ajustando.,5,0,2.2.432925.0,2021-10-31 07:45:43,,
Muito útil pra mim que tenho deficiência visual,5,0,2.2.427576.0,2021-10-10 17:32:04,,
fantastic posso fazer quase tudo na minha casa usando esse app.,5,0,2.2.436689.0,2021-11-29 18:05:35,,
"Muito boa alexa, só parou de falar dicas de datas ao dar boa noite, agora ela responde somente tudo bem.",5,0,2.2.427576.0,2021-10-13 21:29:30,,
E muito bom só que poderia fazer de um botão para desbloquear todas ad skils,5,0,2.2.427576.0,2021-10-20 22:50:11,,
Ótimo e fácil de usar!,5,0,2.2.432925.0,2021-11-08 16:38:42,,
"Pir enquanto está muito divertido conversar com a Alexa, vamos ver quando eu comprar a echo dot",4,0,2.2.432925.0,2021-11-02 22:15:40,,
Maravilhoso! Vida muito mais prática. E adoro usar com o Spotify,5,0,2.2.427576.0,2021-10-16 20:33:09,,
Esse App e como vc controla a sua alexa eu amei a minha alexa e muito boa,5,0,2.2.435197.0,2021-11-10 18:06:24,,
Alexa superou minhas expectativas! Estou muito satisfeito com a qualidade.,5,0,2.2.426944.0,2021-10-02 17:45:38,,
"Fantástico, tenho que fazer mais tarefas com ela.",5,0,2.2.426944.0,2021-09-30 22:07:01,,
Muito bom porém não acho fácil mexer nas configurações de personalizações do app,5,0,2.2.432925.0,2021-10-31 22:50:08,,
Eu tenho uma e eu adoro ... brinco com ela ainda mais que sou criança e quando vou dormir eu falo Alexa apaga a luz e eu tenho várias pergunta quem criou o armário e eu sou aquelas crianças que quer aprender coisas novas e descobrir mais. Eu ameiii,5,0,2.2.432925.0,2021-11-06 14:22:54,,
ótimo app so falta uma coisa na lista de compras coloca quantidade dos itens,4,0,2.2.435306.0,2021-11-18 13:27:26,,
"muito bom, mas pq ele não abri o prime vídeo, mas consegui abrir o Amazon music?",5,0,2.2.435197.0,2021-11-18 12:19:33,,
Ainda estou aprendendo usar Alexia por enquanto tudo bem funciona perfeitamente,4,0,2.2.432925.0,2021-11-09 11:54:18,,
Muito fácil de usar e configurar a echo dot,5,0,2.2.432925.0,2021-11-08 13:13:21,,
"Ainda estou descobrindo as funções, mas parece bom.",4,0,2.2.436689.0,2021-12-05 15:11:07,,
Muito bom ela e boa para tocar musica e lenbrar,5,0,2.2.435306.0,2021-11-22 18:59:37,,
gostei muito mais poderia melhorar quando o celular estiver desligado,5,0,2.2.435197.0,2021-11-12 21:21:32,,
Falha algumas vezes. Não entende o que pedimos e executa outro comando.,4,0,2.2.432925.0,2021-11-11 21:57:44,,
"Bom no geral, mas algumas coisas não são muito intuitivas para mexer",4,0,2.2.432925.0,2021-11-04 14:22:56,,
"Perfeito, o céu é o limite para a capacidade dela.",5,0,2.2.435306.0,2021-11-19 18:35:15,,
"Tô gostando, ainda nao usei nem 10% das funcionalidades dela",5,0,2.2.427576.0,2021-10-09 22:54:19,,
"Eu amei minha compra , Alexa é perfeita o som é ótimo!!! Facilitou muito minha rotina !",5,0,2.2.436689.0,2021-11-29 11:59:43,,
Muito bom e fácil de controlar,5,0,2.2.430534.0,2021-10-24 20:48:07,,
"Muito bom, só deveria ter como adicionar outras chaves de ativação.",5,0,2.2.436689.0,2021-12-05 19:30:33,,
"Acabei de adguirir está excelente secretaria, pois é isso que está caixa de som proporciona para você amei.",5,0,2.2.435197.0,2021-11-12 22:20:17,,
"App muito bacana, que ajuda em algumas atividades e lembretes diários!",5,0,2.2.432925.0,2021-11-02 19:11:23,,
Um excelente dispositivo de ajuda. Gosto muito.,5,0,2.2.426944.0,2021-10-01 11:13:28,,
Excelente produto que atendeu minha expectativa.,5,0,2.2.436689.0,2021-12-01 17:16:34,,
Complicado tem tudo pra ser bom ...mais não conecta wi-fi ...,5,0,2.2.427576.0,2021-10-10 10:25:35,,
"Otima funcionalidade, experiência incrível, nada a maleficiar o aplicativo",5,0,2.2.426944.0,2021-10-03 11:05:18,,
Um pouco lento às vezes mas 100% funcional!,5,0,2.2.427576.0,2021-10-12 19:23:57,,
"Pouco tempo de uso, mas muito bom mesmo!👍",4,0,2.2.427576.0,2021-10-10 18:40:05,,
Ótimo aplicativo muito fácil de usar,5,0,2.2.436689.0,2021-11-27 18:02:33,,
Bom aplicativo com ampla variedade de recursos...,5,0,2.2.436689.0,2021-12-02 07:45:33,,
"Alexa é uma companheira e tanto, pena que os periféricos ainda seja tão caros mas começar com a Alexa é a melhor pedida.",5,0,2.2.435306.0,2021-11-22 09:22:05,,
Muito bom. Só poderia responder os comandos com a tela desligada,4,0,2.2.432925.0,2021-10-30 21:21:08,,
