content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent
Kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkjkkkkkkkk,1,0,,2020-04-03 15:54:09,
Não estou conseguindo entrar! Só dá erro diz que foi muitas tentativas... Como faço para resolver?,2,0,6.0.1,2020-04-03 14:16:28,
"O codigo nao chega no celular , quando chega ja ta inspirado",1,0,6.0.1,2020-04-03 13:57:36,
Só tem uma coisa de mal qual quer coisa banem logo uma pessoa,1,0,,2020-04-03 13:17:52,
Não estou recebendo o sms para poder entrar no telegram,1,0,6.0.1,2020-04-03 12:10:36,
Não vejo meu grupo é nem os contatos,1,0,6.0.1,2020-04-03 06:10:24,
"Nao estou conseguindo mais acessar minha conta, tentei desinstalar o app e instalar de novo. Não recebendo o código de confirmação.",1,5,6.0.1,2020-04-03 01:10:03,
Não gostei da experiência,1,0,5.15.0,2020-04-03 00:24:03,
Legítima coisa inútil,1,0,5.15.0,2020-04-02 21:25:31,
🐥,2,0,,2020-04-02 19:41:51,
Não posso obrigar familiares e amigos a não poderem comunicar comigo tanto no whatsapp como no messenger.,1,0,,2020-04-02 18:18:47,
Estou a tarde toda tentando baixar esse aplicativo e quem diz que consegue ta louco.,2,0,,2020-04-02 16:44:46,
ruim,1,0,,2020-04-02 16:19:28,
eu baixei o app porém o código não está chegando,1,2,6.0.1,2020-04-02 15:45:30,
"Do nada o app telegram definiu um padrão de senha da noite para o dia e agora não consigo mas acessar as conversas, e o pior é que estava sendo usado só para tirar dúvidas com os professores da faculdade. 😒",2,0,5.15.0,2020-04-02 15:32:30,
Tik tok pessoal pagando dinheiro na hr qualquer coisa só chama e confiável o app,1,0,,2020-04-02 14:01:48,
O código de verificação nunca chegar dois dias já e nada AFF desinstalando...,1,1,,2020-04-02 11:44:53,
Orivel não abre,1,0,6.0.1,2020-04-02 08:00:12,
Legal,1,0,6.0.1,2020-04-02 02:19:56,
Depois da atualização quando pesquisa vídeos ele não fica mais flutuando.,2,0,6.0.1,2020-04-02 02:13:50,
Não foi esse aplicativo que vazou dados de autoridades brasileiras ....,1,1,6.0.1,2020-04-01 20:49:56,
Ta dando erro no audio E fotos nao aparecem,2,1,6.0.1,2020-04-01 18:32:22,
Porq o telegram tem uma plataforma de ganha dinheiro e nao pagar o desenvolvedores veja isso ae quero meu dinheiro @moneyBrasil_bot no telegram de esse fidbak,1,0,6.0.1,2020-04-01 15:51:28,
Não chega o codigo de confirmação 😔,2,1,,2020-04-01 13:50:32,
Ruim demais,1,0,6.0.1,2020-04-01 12:53:52,
Não esta dando p fazer ligação de áudio,2,0,6.0.1,2020-04-01 10:36:35,
"O app é sensacional, precisava apenas chamar atenção do desenvolvedor pra uma melhora que na minha opinião precisa ser feita com urgência. Utilizo o app para acessar a vários grupos. Nos grupos não tenho a opção de apagar as mensagens enviadas por outros membros. Na minha opinião poderia existir um recurso a qual eu poderia apagar pra mim, tanto as mensagens envidas por outras pessoas, e também quem entrou no grupo. Seria legal também uma galeria armazenando todos os arquivos já enviados no grup",1,112,6.0.0,2020-04-01 07:45:27,
"Não consigo receber o código e o meu celular não possui nenhum número bloqueado tanto no SMS e no telefone , não recebo o código via chamada ou mensagem e o meu número está certo",1,12,6.0.1,2020-03-31 22:48:06,
"Perdi 5 anos de conversas, arquivos, links, tudo, após a nova atualização 😭",1,2,6.0.0,2020-03-31 14:28:13,
Eu ponho o número de telefone e o app não abre,2,0,6.0.1,2020-03-31 13:46:09,
"Não consigo baixar o aplicativo, fica por horas rodando para gerar o download. Não manda aviso de erro/espaço. Alguém com mais problema? Preciso baixar para as minhas aulas.",1,0,,2020-03-31 13:32:10,
Não consigo mas fazer chamadas!,1,0,6.0.0,2020-03-31 13:06:07,
Nao consigo cadastrar meu número,1,0,6.0.1,2020-03-31 12:59:49,
Eli tá com problema. Demora muito pra mandar o codigo de confirmação,1,0,6.0.1,2020-03-31 11:37:08,
Eu to com um erro quando tento criar minha conta fica so carregando,1,0,6.0.1,2020-03-31 10:52:59,
Nem cadastra,1,0,6.0.1,2020-03-31 02:50:05,
"Experiência horrível, o código não mandam, não tem muitas alternativas para conseguir o raio do código.",1,0,5.12.1,2020-03-30 21:49:30,
E!! um aplicativo preciso a onde eu terei mas opção de escolher,1,0,5.15.0,2020-03-30 20:49:15,
"Minha conta foi banida sem motivo nenhum, tentei entrar em contato com o suporte para ver o que aconteceu e se era possível reverter a situação, mas até agora eles não deram nenhuma notícia, eu dependo desse aplicativo pra trabalhar e tô me sentindo de mãos atadas porque não existe suporte humano.",1,86,6.0.0,2020-03-30 20:34:28,
O app atualizado nao abre no meu celular,1,0,5.12.1,2020-03-30 20:12:20,
"Meu Telegram derrepente parou, ja não recebo mensagens nem nada, não entendo porquê 😥",1,0,6.0.0,2020-03-30 20:07:09,
Não consigo abrir o App,1,0,6.0.0,2020-03-30 14:51:21,"Sorry for the inconvenience. Please, update the app. We’ve fixed the issue."
O aplicativo dar dando falha,1,0,,2020-03-30 12:06:43,
Péssimo. O suporte técnico NÃO responde. Zero atenção pra quem está com problemas com o app.,1,1,5.15.0,2020-03-30 11:53:22,
"Estou 2 dias sem poder usar, formatei celular pós código deu erro e agora fica mensagem dizendo que foi muitas tentativas. Mais 2 dias isso de lascar, nem vou mais usar esse lixo",1,1,5.15.0,2020-03-30 11:47:15,
O código n está chegando o que eu faço?,1,0,6.0.0,2020-03-30 09:09:42,
Pq meu telegram não quer atualizar?,1,0,5.6.2,2020-03-30 08:57:32,
"PAROU DE FUNCIONAR DO NADA, ACHO ISSO UMA FALTA DE COMPROMETIMENTO COM O USUÁRIO, vou meter processinho",1,1,5.15.0,2020-03-29 22:02:47,
Não está conectando,2,1,,2020-03-29 21:58:17,
Nem uso,2,0,5.15.0,2020-03-29 21:36:12,
Sem lógica,1,0,,2020-03-29 21:28:58,
Boa noite dar pra divulgar trabalho nele gente???,1,0,,2020-03-29 18:33:41,
Nunca usei baixei pra nada,1,0,5.15.0,2020-03-29 17:44:55,
Nao estou conseguindo baixar o aplicativo,2,0,5.5.0,2020-03-29 15:25:18,
demora muito para baixar arquivos simples de alguns kbs,2,1,5.12.1,2020-03-29 14:53:59,
Já foi melhor e poderíamos salvar os bifes na nossa galeria,2,0,5.15.0,2020-03-29 13:47:46,
Chato,1,0,,2020-03-29 11:23:02,
podia enviar o código por e-mail eu por exemplo moro em um bairro aonde não dá área de cobertura nos celulares,2,0,5.15.0,2020-03-29 09:30:50,
Fica toda hora me mandando notificações sem eu ter o app estalado tá muito chato isso já,1,0,,2020-03-29 09:17:59,
"O aplicativo não me envia o código de verificação. Sendo assim, não é possível usá-lo.",1,1,5.15.0,2020-03-29 00:38:30,
cadê meu código de verificação mano?,1,0,5.15.0,2020-03-29 00:30:33,
Não gosto...,1,0,5.15.0,2020-03-28 21:38:34,
"Baixei o aplicativo, mais nao abre ! Porque?",2,0,5.15.0,2020-03-28 17:40:01,
"Dei duas estrelas porque ainda não conseguir usar o app. O código nunca chegou pra mim. Já tentei várias vezes e nada. Sempre aparece ""estamos te ligando"" mas não dá em nada. Podem me aconselhar?",2,0,,2020-03-28 17:19:40,
"Acabei de instalar e já estou com um problema, o App não salva a minha foto de perfil, O ícone roda infinitamente e não salva, qual a resolução disso ???",1,0,5.15.0,2020-03-28 16:21:46,
Alem de nao responder no email ainda deletam oq escrevi aqui? Pode deixar espera a quarentena acabar que vou atras!,1,0,5.15.0,2020-03-28 13:17:42,
Pessimo...nao consegui...,1,0,5.15.0,2020-03-28 13:09:25,
Não gostei,1,0,,2020-03-28 12:58:23,
O aplicativo e bom pra novas amizades mas se não fica esperto vc perde tudo porque tem muito rack,1,0,,2020-03-28 11:48:31,
E muito Ruim,1,0,,2020-03-28 11:00:48,
Eu não falo inglês,1,0,5.15.0,2020-03-28 09:14:08,
"Eu não estou conseguindo acessar! Não chega o código pra mim, e meu número está certo! Como podem me ajudar??",1,0,5.15.0,2020-03-27 23:19:48,
Ótimo,1,0,5.15.0,2020-03-27 21:07:19,
ADEMILSONDIASDOSANTOS,2,0,5.15.0,2020-03-27 19:42:33,
"Não consigo usar o aplicativo, já instalei e quando coloco o meu número de telefone, fica carregando e não passa para a próxima etapa, não sei o que fazer, quando conseguir mudo a avaliação",1,5,5.15.0,2020-03-27 16:45:03,
Ruim,1,0,,2020-03-27 15:52:26,
Não abre só dá erro 😤,1,0,5.15.0,2020-03-27 15:52:15,
Deixa celular super lento.,1,0,5.15.0,2020-03-27 10:28:16,
"Nao consigo entrar no telegram fica dizendo ""conectando..."" e fica assim nai sai nem muda , não consigo entrar de jeito nenhum eu coloco meu numero carrega nn chega o código",1,1,5.15.0,2020-03-27 09:44:58,
"Não consigo utilizar o aplicativo, adiciono o número de telefone e ele fica só carregando.",1,1,5.15.0,2020-03-27 09:30:53,
Razoável.,2,0,5.15.0,2020-03-27 09:08:52,
"Ola bom dia, o telegram oficial nao de jeito nenhum, ver se da um jeito ai por favor pra voltar como era antes",1,0,5.15.0,2020-03-27 08:01:52,
Aaaaa,1,0,5.15.0,2020-03-27 07:41:58,
Pq não estão enviando mais o código pra instalar o app😭,1,0,5.15.0,2020-03-26 23:51:51,
Horrivel,1,0,,2020-03-26 22:54:54,
Não tá chegando o código pra mim como faço?,1,0,5.15.0,2020-03-26 21:00:12,
"Infelizmente o aplicativo não conecta, não esta mais a funcionar :(",1,1,5.15.0,2020-03-26 19:50:02,
Tup,1,0,5.15.0,2020-03-26 19:40:31,
Meu número só fica aparecendo conectando mais nunca vai pra chega o código esse trem não presta mais não é ?,1,0,5.15.0,2020-03-26 19:19:39,
Pede o número de telefone. Não posso usar no tablet.,2,0,5.15.0,2020-03-26 16:12:14,
"É a 4 vez q eu instalo e o SMS n chega,n consigo por meu número pq fala q já tentei mt",1,0,,2020-03-26 15:06:13,
Não gostei,1,0,,2020-03-26 12:32:03,
E bom mais podia ter a opçao de status ia ser melhor,2,0,,2020-03-26 08:35:35,
.. ....,1,0,,2020-03-26 00:45:42,
Não estava mandando para meu sms e meu numero estava certo,2,0,,2020-03-25 23:16:52,
Não to conseguindo entrar no telegram nunca mandão o código de verificação,1,0,,2020-03-25 22:36:14,
Não.consigo.instalar,1,0,,2020-03-25 19:29:53,
Nada a dizer,1,0,,2020-03-25 15:09:17,
Muito Ruim tenho 2 numeros de tel ele não aceita nenhum disse que o número está errado se eu ainda n me cadastrei,1,0,,2020-03-25 09:02:05,
"Não consigo entrar em grupos utilizando links do Instagram, quando clica para entrar pelo o link aparece que não tenho o Telegram.",1,1,5.15.0,2020-03-25 04:17:10,
"Não consigo usar o aplicativo, porque não estou recebendo o código. Já tentei inúmeras vezes e reinstalei o App.",1,1,5.15.0,2020-03-24 19:52:10,
Tá difícil,1,0,,2020-03-24 19:20:05,
"Não consigo colocar uma foto de perfil, alguém me ajuda",2,0,5.15.0,2020-03-24 17:09:06,
Não consegui receber o código de verificação para entrar no telegram,1,0,5.15.0,2020-03-24 15:33:12,
Quero baixar mais não consigo.,2,0,,2020-03-24 15:02:33,
Não gostei,2,0,5.15.0,2020-03-24 14:40:26,
O telegrama fico desconectando as ligações.,1,0,5.15.0,2020-03-24 13:40:47,
A msg não é enviada em tempo real. As vezes demora bastante !,2,0,5.15.0,2020-03-24 12:25:50,
Péssimo. Código de verificação nunca chega.,1,0,,2020-03-24 01:26:14,
"Desisto vou procurar outro app faz 4 dias que estou esperando o código é não vem , desinstalei e instalei várias vezes , chega na hora de enviar o código coloco o número tudo certo e nada de vir , é o único app que dá problema pra instalar os outros instalam tranquilo!",1,0,,2020-03-23 23:08:08,
É ruim,1,0,5.15.0,2020-03-23 20:52:15,
Lixoooo,1,0,5.15.0,2020-03-23 20:50:44,
É muito bom muito mais do que o wtzp,1,0,5.15.0,2020-03-23 19:30:01,
Eu mando mensagem e não envia,1,0,5.15.0,2020-03-23 14:38:04,
"Estou com problema no telegram, fiz muitas tentativas de código, quando eu recebi o código e fui colocar o meu código apareceu muitas tentativas tente novamente, eu quero saber quanto tempo ou horas vou ficar sem o Telegram, me ajudem por favor, e não venha me dizer que é pra eu ir entrar em contato com a minha operadora pois eu estou recebendo SMS normalmente, quando eu coloco o meu número de celular aparece muitas tentativas tente novamente mais tarde, espero que resolvam isso.",1,2,5.5.0,2020-03-23 12:44:10,
"Eu resetei meu celular, e desde então não consigo entrar, o código nunca chega pra mim, e não tem opção de reenvio, eu preciso voltar pra tentar mandar de novo, e nunca chega",1,2,5.15.0,2020-03-23 10:42:26,
Muito ruin a pessoa ta usando do nada sai e nao quer mais entrar,1,0,,2020-03-23 07:43:34,
Olha o aplicativo é bom mas as músicas que são upadas ficam um lixo... Antes ficavam lindas os m4a com nome do cantor e da música aparecendo... hoje só aparece o nome da música... Horrível. Agora essa nova atualização não conta direito a quantidade de músicas que tem no canal.,2,0,5.15.0,2020-03-23 06:49:40,
Não estou recebendo minha mensagem... Me ajudaaaa,1,0,5.15.0,2020-03-22 23:16:57,
Estou tentando entrar no telegram e já coloquei meu número e verifiquei várias vezes mas não está enviando o código de verificação,1,0,5.15.0,2020-03-22 22:10:06,
Não sei inglês,2,0,5.15.0,2020-03-22 20:29:42,
Ajustem pra fazer ligação em grupo,1,0,5.15.0,2020-03-22 18:52:08,
"O aplicativo ultimamente vem consumindo muita bateria e por vezes fica com lags ao se rolar pelas mensagens, uma pena já que é meu mensageiro favorito.",2,1,5.2.1,2020-03-22 11:15:20,
Não estou conseguindo o código de confirmação do app e perdendo cursos on line!!!!,1,0,5.15.0,2020-03-22 10:01:19,
Tão falando q vão enviar um SMS com um código de ativação mas não manda nada e dizem q vão ligar mas também não ligam.,1,2,5.15.0,2020-03-21 21:03:41,
Só pornô,1,0,5.15.0,2020-03-21 20:42:19,
"Mano, esse App é horrível, não recebi o código q falaram q iria me mandar por sms, eu não gostei, sinceras, não presta, desculpa as palavra mas ....né, só sei q eu desinstalei ,e nunca mais vou instalar, eu abaixei o App pra conversar com uma amiga minha , pra manter contato, esse App não é bom",1,1,,2020-03-21 18:02:00,
Estou tentando entrar mais diz codigo invalido porem esta certo,1,0,5.15.0,2020-03-21 16:19:59,
Tuddocorreio quero saquesemcartao,2,1,,2020-03-21 15:50:57,
Mt toxico,1,0,5.9.0,2020-03-21 07:25:32,
Bagunçado,2,0,,2020-03-20 19:03:57,
Nao consegui received codigo nenhum,1,0,5.15.0,2020-03-20 12:10:53,
Nao conheço ainda acabei de instalar,1,0,5.15.0,2020-03-20 12:06:03,
Não tá chegando nenhum sms pro meu cadastro,1,1,5.15.0,2020-03-20 07:57:16,
Ótima aplicação,1,0,5.15.0,2020-03-20 02:31:53,
"Ele é bom porque tem no celular da minha mãe, mas nunca mais manda o codigo no meu celular e eu fico esperando um tempão e ele não manda o codigo",1,1,,2020-03-19 19:58:45,"Por favor, verifique com a operadora se os SMS de serviços externos estão ativos para a sua linha. Se estiver tudo certo, envie o seu número de telefone em formato internacional (+55DDDNUMERO) para sms@telegram.org. Nossa equipe vai verificar o que está acontecendo. Muito obrigado pela compreensão."
Orrivel nao consigo baixar,1,0,,2020-03-19 18:17:00,"Olá, qual o problema que você está enfrentando para baixar o aplicativo?"
Não quer baixar o droid no meu celular!,1,0,,2020-03-19 14:52:40,"Poderia nos dizer qual o problema que está enfrentando com mais detalhes, por favor. Queremos te ajudar."
é top,1,0,5.15.0,2020-03-19 12:04:29,
Não atendeu minhas necessidades,1,0,,2020-03-19 09:01:11,Por que não!? Pode nos dizer o que falta? Vamos trabalhar muito para te fazer feliz e atender *todas* as suas necessidades. :)
Nem ta baixando,1,0,5.14.0,2020-03-18 22:43:16,"Qual o problema que você está enfrentando? Nos dê mais detalhes, por favor, para te ajudarmos."
Não existe a opção de exportar mensagem,2,0,5.15.0,2020-03-18 21:26:03,"Você pode exportar o chat todo pelo Telegram Desktop, basta abrir o menu de três pontos lá. Recebemos o seu feedback em relação ao app para Android e vamos levar em consideração, agradeço muito por compreender."
Não consigo por o código,1,0,,2020-03-18 18:58:32,"Por favor, verifique com a operadora se os SMS de serviços externos estão ativos para a sua linha. Se estiver tudo certo, envie o seu número de telefone em formato internacional (+55DDDNUMERO) para sms@telegram.org. Nossa equipe vai verificar o que está acontecendo. Muito obrigado pela compreensão."
"Não dá certo o código no IPhone do meu filho ,vem uma msg dizendo que não há código.",1,0,,2020-03-18 18:02:05,"Por favor, verifique com a operadora se os SMS de serviços externos estão ativos para a sua linha. Se estiver tudo certo, envie o seu número de telefone em formato internacional (+55DDDNUMERO) para sms@telegram.org. Nossa equipe vai verificar o que está acontecendo. Muito obrigado pela compreensão."
Legal,2,0,,2020-03-18 17:56:40,
Nao consigo baixar,2,0,,2020-03-18 15:19:35,Qual o problema que você está enfrentando? Eu gostaria de te ajudar a resolvê-lo.
"Gostei de bastante coisa mas odiei o fato que ele demora pra enviar as mensagens, achei muito chato.",1,1,5.15.0,2020-03-18 15:05:44,"Desculpe, mas não consegui compreender o problema. Por favor envie uma mensagem para o suporte no aplicativo em Configurações - Ajuda - Fazer uma Pergunta. Vamos te ajudar, queremos resolver esse inconveniente. Adicione a tag #ajuda à mensagem, por gentileza."
O sms n chegaa!!!falam q vai ligar mais nem liga q ódio,1,0,,2020-03-18 10:48:23,"Por favor, verifique com a operadora se os SMS de serviços externos estão ativos para a sua linha. Se estiver tudo certo, envie o seu número de telefone em formato internacional (+55DDDNUMERO) para sms@telegram.org. Nossa equipe vai verificar o que está acontecendo. Muito obrigado pela compreensão."
"After updating my Galaxy S9+ to android pie (9) and now android 10, WhatsApp, WhatsApp Business and Telegran notification (sound and vibrate is working) still msg blank, there is nothing but WhatsApp, WhatsApp Business and Telegran icon and 3 dot ( replay to xxx, mark as read and clear)  ""Just logo of WhatsApp, WhatsApp Business and Telegran and black screen"" cant see who or what in that msg in the watch.",2,0,5.15.0,2020-03-18 09:34:03,"Desculpe, mas não consegui compreender o problema. Por favor envie uma mensagem para o suporte no aplicativo em Configurações - Ajuda - Fazer uma Pergunta. Vamos te ajudar, queremos resolver esse inconveniente. Adicione a tag #ajuda à mensagem, por gentileza."
Estou com um problema tento colocar meu número de celular e o app dia q está errado n estou conseguindo abrir,1,1,5.15.0,2020-03-18 08:49:56,"Por favor, envie o seu número de telefone em formato internacional (+55DDDNUMERO) para sms@telegram.org. Nossa equipe vai verificar o que está acontecendo. Muito obrigado pela compreensão."
Poderia deixar colocar o número do whatzap,2,0,5.15.0,2020-03-17 22:44:51,"Pode colocar o mesmo número desde que seja móvel, não tem problema nenhum. :D"
Um lixo su errei meu numuero la e nao da pra entra mais nesse lixo de app arruma isso e eu dou 5 estrelas e tiro a crítica slk,1,1,5.15.0,2020-03-17 19:13:39,
::::::::::::::::::::: A Opção do audio sumiu do meu Telegram. 😕,1,0,5.15.0,2020-03-17 16:13:24,
"Não tá chegando o código para ativação, tentei muitas vezes e nada.",1,0,3.8.0,2020-03-17 13:16:20,
É oriver eu q sou criança qeria ter um app q podese mandar mensagem mas eu fui logar n deu n sei porque esse app é estremamente Ruin até o descord é melhor q isso,1,0,,2020-03-17 11:31:20,
"Vão se ferra mano, tô quase um mês sem conseguir entrar por causa dessas muitas tentativas, e eu só fiz uma tentativa pra entrar na miiiiiinha conta, seus bando de fd-p, n sabe fazer app bom mano",1,2,5.15.0,2020-03-17 11:20:01,
Meu celular não suporta instalar mais. Só se desinstalar face e Instagram,1,0,,2020-03-17 11:00:07,
Não sei ainda se é bom.,1,0,,2020-03-17 09:11:39,
muito melhor q o whtsapp so faltou stt mas e bem melhor q o watts,1,0,5.4.0,2020-03-17 06:56:45,
"É bom mais o negócio dos 10seg é horrível tira aquilo logo se não todo mundo vai dar uma estrelinha, ninguém gosta daquilo é horrível então tira aquele treco",2,2,5.15.0,2020-03-17 01:26:30,
Todo ano a mesma coisa nunca inovam em novas funções,2,0,5.11.0,2020-03-16 22:04:12,
"Não dá pra falar nada, porque acabei de baixar o app.",2,0,5.15.0,2020-03-16 21:06:31,
Não consegui nem estalar o app.,1,0,,2020-03-16 19:31:53,
Não estou conseguindo entrar.,2,0,5.15.0,2020-03-16 12:02:30,
"Nao consegui acompanhar, me distrai e perdi o código...",1,0,5.15.0,2020-03-16 10:54:26,
Nao baixa,1,0,,2020-03-16 08:55:03,
"Não consigo entrar no meu novo aparelho. Já entrei em contato por e-mail porém, sem sucesso.",1,0,5.15.0,2020-03-15 23:03:03,
Orrivel,1,0,5.15.0,2020-03-15 21:21:43,
Aplicativo não está conectando desde o dia 12,1,0,5.15.0,2020-03-15 19:31:37,
N estou conseguindo baixar esse app,1,0,,2020-03-15 14:01:33,
"Não consigo baixar o Telegram,👎👎👎",1,0,,2020-03-15 10:17:30,
"Olha é um excelente aap, deveria aceita número fixo também, porque usamos o telefone para contato comercial, o Whastp ele aceita normal. Diz no aap que estamos ligando para vc mas na real não tem nada ligando não somente enrolação. Nos irá fica feliz de poder usar o aap com um número telefone fixo.",1,8,5.15.0,2020-03-15 02:45:51,
"Está cheio de bugs, oscilando muito! Affs",1,0,5.15.0,2020-03-15 00:07:53,
Não está instalando,1,0,,2020-03-13 23:53:49,
Meu codgo nunca chega !,1,1,5.15.0,2020-03-13 19:20:18,
É o unico app ate hje que nao consegue abrir no meu celular ( que aimda tem memoria de sobra),1,0,,2020-03-13 08:15:44,
"Estou com problemas, o aplicativo não está conectando",2,3,5.15.0,2020-03-13 08:13:00,
"Nunca chega essa tal mensagem, por esse motivo não consigo instalar o mesmo.",1,2,5.15.0,2020-03-13 07:08:07,
Esse aplicativo dá pra conversar com alguém,1,0,,2020-03-13 02:10:09,
Bom,2,0,5.15.0,2020-03-12 20:25:55,
Quando o whatsapp bugar já sabe qual aplicativo instalar kkkk aquelas,1,0,,2020-03-12 18:51:43,
"Troquei minha resenha porque o telegram esta fazendo alguns apps no meu celular ficarem lentos e falando que está consumindo 7,4% da bateria melhorem isso por favor",2,0,5.7.0,2020-03-12 17:13:22,
Esse bot do telegram. Que me bloqueia de enviar mensagens nos grupos devia ser retirado. Ou mostrar me quem me denuciou,1,0,,2020-03-12 10:56:07,
Ruim,1,0,,2020-03-12 10:12:15,
Uhm.jnnnnhn bom que emmum.uyujujm u tu 2mm,1,0,,2020-03-12 09:06:29,
Bom,1,0,,2020-03-12 04:20:25,
O meu n ta chegando o código 💔,1,0,5.15.0,2020-03-12 00:01:11,
"Não consigo baixar pois não me enviam o código por SMS, o meu número está correto, poderiam me ajudar ?.",1,2,5.15.0,2020-03-11 21:57:45,
Whatsapp é melhor,1,0,,2020-03-11 21:35:50,
Mudei de aparelho e constantemente o App diz que estou usando no aparelho antigo que já foi formatado. Me.impedindo de usar o App no novo aparelho.,1,0,5.15.0,2020-03-11 21:27:26,
"O código de verificação não pegou no meu celular e, nao tem como colocar a opção ligar ou enviar novamente.",1,4,5.15.0,2020-03-11 12:31:13,
"Horrível! Fazem dias que tento receber o código pra entrar e não me enviam! Já mandei DM no twitter, ja mandei email e sequer respondem! Falta de respeito!",1,2,5.15.0,2020-03-11 10:10:55,
"Não estou conseguindo instalar, informa muitas tentativas. Desinstalei e instalei novamente mas não mudou nada.",1,2,5.15.0,2020-03-11 09:56:12,
Nao deu certo,1,0,5.15.0,2020-03-11 09:42:21,
Não da para instalar,1,0,,2020-03-11 07:52:12,
"Não tou conseguindo entrar na minha conta, só fica carregando e n envia o código logo",2,0,5.15.0,2020-03-11 07:43:23,
"N estão me enviando o código de confirmação, poxa, meu número tá certinho",2,1,,2020-03-10 23:20:30,
Não consigo entrar na minha conta o SMS com o código de ativação nunca chega,1,2,5.15.0,2020-03-10 23:09:44,
Interessante,2,0,5.14.0,2020-03-10 20:44:26,
Ruim de mais,1,0,,2020-03-10 17:59:49,
Porque não consigo código para acessar o telegram,1,1,5.15.0,2020-03-10 14:50:43,
Não entendi este aplicativo. Não vou seguir entrar no Telegrama de algumas pessoas e grupo,1,0,,2020-03-10 13:31:34,
Uma semana que baixei o app e estou esperando o código de acesso e nada.,1,3,5.15.0,2020-03-10 12:01:03,
Muito bom,1,1,,2020-03-10 11:19:25,
"Estava bom, troquei de smartphone, mas ele não quer enviar SMS de confirmação ou configuração.",2,4,5.15.0,2020-03-10 09:40:44,
SMS com o codigo nunca chega!,1,2,5.15.0,2020-03-10 06:45:17,
Até agora não mandaram o código,1,0,5.15.0,2020-03-10 05:44:11,
Não ta chegando o codigo,1,1,,2020-03-10 00:44:46,
Porque nao cosigo entrar no telegram,1,0,5.15.0,2020-03-09 19:38:43,
"Tive que desinstalar o aplicativo mês passado para fazer limpeza no celular, ao reinstalar hoje não consigo fazer login porque o código de verificação nunca chega no meu celular. Já enviei email e até agora nada.",1,8,5.15.0,2020-03-09 19:29:53,
"Eu gostava de App porém tive que desinstalar mais depois de um tempo fui instalar de novo e já estou a 2 dias esperando o código de verificação parece até piada, pelo amor Deus consertem isso por favor né",1,4,5.15.0,2020-03-09 11:33:07,
Eu não estou conseguindo receber o código Meu Deus tô tentando desde ontem,2,1,5.15.0,2020-03-09 11:02:56,
Meu código não chega.,1,0,3.18.0,2020-03-09 09:39:31,
Eu não gostei Já tentei várias vezes instalar coloca o número do telefone correto e não vai de maneira alguma,1,2,5.15.0,2020-03-09 08:23:00,
Ó código de confirmação não chega! Está impossível fazer login!,1,2,5.15.0,2020-03-09 07:39:28,
Estou tentando entrar a quase 1 semana mas não recebo o código pelo número. Desinstalei e instalei várias vezes e não resolve. Já enviei email mas não mas não ajudam. Por favor resolvam isso.,1,7,5.15.0,2020-03-09 07:18:03,
"Estou a 3 dias tentando fazer o uso do app porém o tal do sms nunca chega ....já verifiquei o número , desinstalei e instalei dinovo um monte de vezes e nada ....só estou tentando pq preciso .",1,5,5.14.0,2020-03-09 00:28:03,
Botem Chamada De Video 🙄🙄,1,0,5.15.0,2020-03-09 00:06:30,
Não recebi ligação nenhuma e não tive como dizer que não recebi o tal código muito estranho,2,3,5.15.0,2020-03-08 19:29:21,
Quando eu conseguir cadastrar meu número eu avalio,1,0,5.15.0,2020-03-08 19:06:10,
Nao estou recebendo o código de verificação no meu aparelho. Oque fazer?,1,1,5.15.0,2020-03-08 15:48:32,
Je n'ai pas pu telecharger des applications d'abord,1,0,,2020-03-08 07:27:33,
N.a,1,0,,2020-03-07 22:35:33,
Nao recebo o código de ativaçao. Ja faz 3 dias,1,0,5.15.0,2020-03-07 21:59:28,
Odiei não estou conseguindo abaixar o app.,1,0,,2020-03-07 21:41:17,
"Since yesterday it has not worked properly. In many random conversations new messages does not show until next day, even the ones I send from my phone. While on desktop end web clients all messages are showing normally and there is no anomaly.",1,0,5.15.0,2020-03-07 21:08:31,
Esse app demora muito pra abrir no meu cllr...poderiam melhorar nisso,2,0,,2020-03-07 20:11:02,
"Tinha uma conta no telegram, tive que desinstalar parei de usar por um tempo, quando instalei o app pra usr novamente é como se fosse uma conta nova, perdi todas as conversas que nele estava.",2,0,3.7.0,2020-03-07 19:30:48,
Não recebo o código de ativação,1,0,5.15.0,2020-03-07 18:39:46,
Não chega o código,1,0,5.15.0,2020-03-07 15:32:05,
Não consigo acessar e nem recebo o código de validação.,1,2,5.15.0,2020-03-07 13:12:44,
Não gostei,1,0,,2020-03-07 06:05:55,
A minha indignação com o App é que mesmo se vc bloquear uma pessoa mesmo assim ela tem acesso a sua visualização visto recentemente ou visto na última semana ou visto no último mês e isso é ridículo bom e a primeira falha grave que vejo até aqui de resto o App e muito bom espero que reflitam,2,4,5.13.1,2020-03-06 22:02:50,
"Nunca me enviam o sms de confirmação, impossível criar conta",1,2,5.15.0,2020-03-06 18:31:27,
