content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent
Só dois contatos meus usam! E eles tem whats ainda por cima...,3,1,3.3.2,2017-03-12 14:22:38,
Obrigada,3,1,,2017-03-11 16:10:00,
Bom ver se é bom isso se não for tiro .,3,0,,2017-03-10 22:23:11,
Estou abaixando,3,0,,2017-03-10 13:04:06,
Whatsapp tá mais bom,3,0,,2017-03-10 10:22:01,
Mais ou menos quase igual watzap,3,0,,2017-03-10 02:01:17,
Bora ver se é bom está baixando,3,0,3.17.1,2017-03-09 17:16:34,
Olha o novo WhatsApp ai,3,1,3.17.1,2017-03-09 16:42:06,
Bombom e doce da conversa.,3,0,3.17.1,2017-03-09 16:32:26,
Só não vou dar 5 estrelas porque o Telegram não faz CHAMADA DE VÍDEO arrumem isso por favor 😢😒👍,3,0,3.16.1,2017-03-09 15:26:00,
Mais tem que corrigir o horario....,3,0,3.9.1,2017-03-09 10:19:52,
Tem de evoluir mas pouco,3,0,3.16.1,2017-03-08 16:40:28,
No tem conteúdo não é bom,3,0,,2017-03-08 02:16:36,
Esse app é  mtoo bom!! Porém  poderia realizar chamadas e videos,3,1,3.17.1,2017-03-07 17:14:42,
"Bom, na minha opinião é otimo.  Só n façam atualização.😘",3,0,3.17.1,2017-03-07 12:24:51,
Oi bom dia comecei a usar o telegram  é gostaria de saber como faço pra  desativar esse negócio  de conversa secreta  pelo amor de Deus me ajudem👐👐👐,3,0,3.17.1,2017-03-07 06:48:14,
Muito  bom,3,0,3.17.1,2017-03-06 05:38:50,
Gente esse app é qase igual ao wastsapp ou e diferente,3,0,,2017-03-05 12:24:47,
"O Telegram é ótimo. Mas com essa última atualização o app ficou com algumas faltas uma delas e a mais grave é o problema na notificação; NÃO ESTÁ MAIS NOTIFICANDO. Por favor, consertem isso...",3,14,3.17.1,2017-03-05 09:37:12,
Estou baixando se for o que dizem dou todas possíveis,3,0,,2017-03-04 13:41:37,
Bom    De,3,0,,2017-03-04 12:12:13,
Legal,3,0,3.17.1,2017-03-03 22:40:20,
"Era ótimo e a melhor coisa da vida, notificava mensagem bem rápido, deixava a concorrência no chinelo.... Mas com a atualização nova agora ele não notifica mais, tem que ficar abrindo o app pra saber se veio mensagem e geralmente carrega tudo numa vez só, tá bem ruim assim, por favor retornem as notificações como eram.",3,54,3.17.1,2017-03-03 11:52:44,
Bom. Voltando a usar. Qualquer observação envio.,3,0,3.16.1,2017-03-02 17:54:16,
Bom,3,0,,2017-03-02 12:07:17,
É bom,3,0,,2017-03-01 09:03:46,
Apresenta problemas nas notificações de novas mensagens,3,0,3.16.1,2017-02-28 12:46:23,
Show,3,0,,2017-02-27 21:19:15,
"É um bom aplicativo de mensagens, mas sem opções que o destaquem dos concorrentes. Tem um bug terrível que deixa de notificar o recebimento de novas mensagens, então tem que acessar o app frequentemente para ver se carrega.",3,45,3.17.1,2017-02-27 09:48:30,
"Precisa por ligação de voz , vídeo, e algo pra postar histórias ! Espero que façam isso",3,0,3.17.1,2017-02-26 23:48:26,
Meu app tá com a hora errada afff n quer voltar a hora normal n,3,6,3.17.1,2017-02-26 18:46:18,
Toda hora atualiza nunca vi,3,0,3.17.1,2017-02-26 13:25:32,
Põe mais opções de cores para tema. 😍😍😍 Ai dou as 5 estrelas,3,0,3.17.1,2017-02-25 14:02:48,
"Deixa a desejar no quesito enviar histórico por email, o que não é possível salvar coisas importantes.",3,0,3.17.1,2017-02-25 10:49:23,
Baixando... 😌,3,0,,2017-02-24 03:21:47,
Uma resenha curta,3,0,,2017-02-23 21:01:39,
"DEVERIA Ter A Opção de colocar Status, ele é muito bom",3,0,3.16.1,2017-02-23 17:20:43,
Se for melhor q o Whatsapp estao de Parabéns,3,0,,2017-02-23 12:37:49,
"A novidade é temas bugados? E o recurso de chamada vai aparecer? Faz anos que o telegram é desse jeito, mudou quase nada! E Pra mim também esse recurso de stickers é quase inútil ,assim como, os Gifs do WhatsApp",3,1,3.17.1,2017-02-23 08:00:53,
Oi sumido rs,3,0,,2017-02-22 22:32:33,
É o que tem pra hoje...,3,0,,2017-02-22 20:49:18,
Agoraaa patiu telegram.. ✌,3,0,,2017-02-22 20:32:09,
"Preciso enviar e receber mensagens, estou conseguindo, então está bom.",3,0,3.17.0,2017-02-21 14:11:24,
É bom,3,0,,2017-02-21 12:59:08,
Como faço pra instalar temas de terceiros?,3,0,3.17.0,2017-02-21 11:25:51,
Nao acho muita graça nisso,3,0,,2017-02-21 03:36:06,
só falta o contador de conversas no app pra saber quantas conversas ainda não foram abertas!,3,2,3.17.0,2017-02-20 21:20:14,
"As notificações só aparecem quando o Telegram está em segundo plano. Ex:se a tela estiver apagada a primeira notificação é mostrada, as demais só se emite a campainha mas não exibe a pop up.",3,0,3.16.1,2017-02-20 08:09:29,
Er ainda to baixaando,3,0,,2017-02-18 21:26:08,
Buga muito meu teclado '-',3,0,3.16.1,2017-02-17 20:55:45,
acAcho qe er bom,3,0,,2017-02-17 17:27:51,
Gostei 👏👏,3,0,,2017-02-15 20:30:38,
Devia ter a opção de troca de tema..,3,0,3.16.1,2017-02-15 13:51:12,
"Interface muito melhor que do WhatsApp. Porém, não sei se é seguro.",3,0,3.16.1,2017-02-14 06:33:27,
"gostei bastante do Telegram, agr uma função que poderia ter era ocultar o último visto . Mais de boas",3,0,3.16.1,2017-02-12 22:05:14,
"O app é bom, mas precisa melhorar em alguns aspectos, acho q deveria ter como a gente colocar status, ficaria bem legal..",3,0,3.16.1,2017-02-12 13:51:50,
Deveria ter um menu como no plus!,3,0,,2017-02-12 00:17:56,
Razoavel,3,0,,2017-02-11 16:43:28,
Se for bom dou mais estrelas.,3,0,,2017-02-10 21:39:53,
Bem legal,3,0,,2017-02-10 19:27:10,
... '-' ... ok então né??!!ok,3,0,3.16.1,2017-02-09 18:56:24,
E muito legal,3,0,,2017-02-09 10:54:01,
Up,3,0,,2017-02-08 23:23:20,
"Ainda da pra melhorar mais, tem que. Separar contatos,canal, grupos igual do plus",3,0,3.16.1,2017-02-08 00:56:16,
Tou baixando se for bacana dou mas duas estrela,3,0,,2017-02-07 21:52:00,
Falta o download ficar nas notificações e em segundo plano,3,0,3.16.1,2017-02-07 16:51:55,
Bom aplicativo,3,0,,2017-02-07 12:17:31,
Adoro esse aplicativo,3,0,,2017-02-06 21:19:39,
"Eu amo esse aplicativo... Mas as vezes, demora para cair as mensaguens, e isso é ruim... Tenta arrumar isso, por favor....  😥",3,0,3.16.1,2017-02-05 12:32:09,
Não consigo enviar as mensagens nem os áudios para whatsapp,3,0,3.16.1,2017-02-04 14:57:43,
É super bom,3,0,3.9.1,2017-02-04 13:26:13,
"Se a pessoa estiver sem conexao e eu enviar msg o horário q vai aparecer será o horário q conectar e não o q enviei, tipo se der bom dia e o outro se conectar só a noite vai receber um bom dia a noite com horário da noite...mto estranho.",3,0,3.13.2,2017-02-04 02:45:37,
Bom,3,0,,2017-02-04 00:21:26,
Eu ja tinha antes agr estou baixando devolta,3,0,,2017-02-03 23:12:25,
Utilizo muito,3,0,3.15.0,2017-02-03 21:40:14,
Estou começando a usar daki uns dias posso aumentar minha nota caso seje realmente o que parece ser.,3,0,,2017-02-03 20:13:58,
Bom,3,0,3.16.1,2017-02-03 13:58:30,
Não está funcionando quando está em segundo plano,3,0,3.16.1,2017-02-02 23:04:19,
Falta a opção de alterar o criador do canal,3,0,3.16.1,2017-02-02 18:48:24,
Telegram é melhor.,3,0,3.11.2,2017-02-02 04:49:53,
Legal,3,0,3.16.1,2017-02-01 19:55:41,
Adorei,3,0,,2017-02-01 15:43:39,
Gente me ajudem eu nao consigo entra nos grupos ... Como eu faço????,3,0,,2017-01-31 21:10:18,
No meu celular as msgs so chegam se eu estiver online. Cosertem isso por favor.,3,0,3.16.0,2017-01-31 18:52:26,
Baixei porque me disseram que era de graça no entanto só consigo acessar se eu tiver crédito. Alguém pode me dizer como isso funciona?,3,0,3.16.1,2017-01-31 15:09:07,
Ainda não vi,3,0,,2017-01-31 14:42:31,
Tem mt grupo de porno 😂😂😂,3,0,,2017-01-31 12:03:51,
Não toca,3,0,,2017-01-31 11:26:27,
Rx,3,0,,2017-01-30 19:51:44,
Meio,3,0,,2017-01-30 15:18:34,
Testando,3,0,,2017-01-28 16:00:08,
Porém está encerrando chat do nada...,3,0,,2017-01-27 22:28:05,
Ainda tà estalado se fou legal dou mais 2 estrela,3,0,,2017-01-27 18:01:20,
Qual é esse codigo que eles pedem? Onde consigo esse codigo?,3,0,3.16.1,2017-01-27 17:56:03,
Gente não baixem ta péssimo e bugando,3,0,,2017-01-26 23:54:46,
"Não estou recebendo notificações de mensagens no celular, se eu não entrar no aplicativo, não vejo as mensagens.",3,0,3.16.1,2017-01-25 11:28:42,
"É top mas seria melhor se tivesse a abas aue separasse os canais dos grupos, essas coisa. Seira top demais",3,0,,2017-01-25 09:09:59,
"There is a remarkable flaw. Even after the exclusion of an account, the account still remains in the groups in which it participated. In large groups, you can see multiple members whose accounts have already been deleted.",3,0,3.16.1,2017-01-25 00:07:38,
Legau,3,0,,2017-01-24 15:14:39,
Torneio:LUQUINHAS Senha do torneio:lucas334455 Hoje e 25 de Janeiro de 2017  Horas: 5:30 Conto com vocês,3,0,,2017-01-24 12:57:46,
Erro O Codigo nunca chega so fais a gente perde tempo  podia muda isso Ne telegram,3,0,3.16.1,2017-01-23 11:36:09,
Bom aplicativo muito útil,3,0,3.16.1,2017-01-23 10:04:54,
"Não consegui me registrar, o SMS não chega... Porque não consigo me registrar?",3,1,3.16.1,2017-01-22 17:10:07,Could you email use your phone number please? sms@telegram.org
Kkk,3,0,,2017-01-21 16:59:44,
E bom mais podia melhorar Pq n dar para fazer ligacoes,3,1,,2017-01-21 10:38:42,
_|_,3,0,,2017-01-21 01:44:53,
Só acho q mais gnt tinha q ter,3,0,3.8.0,2017-01-20 13:33:41,
E bom,3,0,,2017-01-20 01:14:07,
Muito bom,3,0,,2017-01-19 10:23:22,
E satisfatório,3,0,3.16.1,2017-01-19 00:57:16,
Kkkk,3,0,,2017-01-18 22:33:29,
não notifica a maioria das mensagens e não carrega as que recebi :/ eu uso faz quase um ano e só agr to tendo esses problemas,3,5,3.16.1,2017-01-18 04:06:06,
Bom,3,0,,2017-01-17 23:59:03,
Gostei amei ❤❤❤❤❤😘😘😙😚,3,0,,2017-01-17 21:42:11,
Seria bom se acrescentar a função de apagar todas as mensagens dos grupos. E limpa as conversas.,3,0,3.16.0,2017-01-16 19:21:00,
Bom,3,0,3.13.0,2017-01-16 12:19:54,
Eihhh me ajundem o meu ta travando quando pede para colocar o numero pq?,3,0,,2017-01-15 16:33:40,
Vou ver se for bom e não ficar enchendo de anúncios darei 5estrelas pois estou cansada de tantos propagandas mentirosas e que trava o celular obg..,3,0,,2017-01-15 15:37:16,
E bom,3,0,,2017-01-15 15:10:31,
Imitação kkk vcs tem que ter algo diferenciado mais vcs tao no caminho certo,3,1,3.16.1,2017-01-14 23:08:59,
"Só vou dar 3 estrelas PK no meu não sei como colocar a ft do perfil. Na vdd sei, só q não presta Entendeu!! 😪",3,0,,2017-01-13 23:19:15,
Massa,3,0,3.16.0,2017-01-13 21:18:43,
"Gosto desse aplicativo, mas todos os áudios que eu recebo emora muito para baixar... acho que tem que melhorar essa parte.",3,0,3.16.0,2017-01-13 18:45:35,
"O app atualiza tanto e ainda não faz chamada....ta ficando pra trás. Eu uso de vez em quando, mas estou quase desinstalando por esse motivo. Tô cansada de esperar!😢",3,0,3.14.0,2017-01-13 17:06:39,
"O app falhar ao recebimento de novas msg, ele não dá o alerta de novas msg, qdo entro no app aí q vejo q tem msg novas, sempre ocorre isso e não é configuração não, já olhei tudo ako",3,13,3.16.1,2017-01-13 14:54:43,
Mas vcs tem que aprimorar o app pra que ele tire fotos pra enviar e até mesmo vídeos e chamadas de voz!!!pq ele é um app muito bom!mesmo assim eu recomendo!,3,3,3.16.1,2017-01-13 13:27:56,
Fumciona bem,3,0,,2017-01-13 13:05:59,
Estou em um grupo no telegram e queria personalizar o som de pessoas do grupo para quando enviarem mensagens saber que é eles.,3,4,3.16.1,2017-01-13 10:56:20,
Bem legal,3,0,,2017-01-13 10:09:56,
"Ok, tem muito mais recursos que o Whatsapp. Mas ainda não é melhor que ele por um simples motivo: o sistema de notificação é PÉSSIMO. Ou você silencia tudo (e só são no máximo dois dias) ou tem tem que ficar vendo mensagens aparecendo no meio da tela enquanto você está usando outros aplicativos. Não sei se é alguma configuração, mas é péssimo, e isso só mostra que a intuitividade não é o forte do Telegram.",3,1,3.16.1,2017-01-13 09:09:11,
"Um aplicativo tão legal, mas n tem chamadas de vídeos e nem de voz. Então assim fica um tanto insatisfatório, arrumem isso pfv",3,0,3.13.0,2017-01-12 20:31:32,
"Mais na verdade ,poderia ter a opção de ligações e também a opção de por status ,ha e mudem também o design ,separem os chats ,grupos ,canais ,contatos separem tudo por abas ,se fizerem isso eu vou agradecer muito ,  obg desde já❤",3,22,3.16.1,2017-01-12 14:00:13,
"Gosto do telegram principalmente pelos stickers, mas um erro muito grave dele é que as mensagens demoram muito para chegar e as pessoas receberem. Às vezes eu só recebo a mensagem se clicar para abrir o app, algo que não acontece com o Whatsapp por exemplo. Com o whatsapp sei que as minhas mensagens vão ser enviadas e recebidas no momento que enviei a não ser que a outra pessoa esteja com a internet desligada, enquanto isso no telegram não dá para contar com essa confiança e certeza.",3,8,3.16.1,2017-01-12 13:39:49,
Bom,3,0,3.16.0,2017-01-12 09:26:25,
Vou abeixar ainda se for bom dou maus duas estrelas,3,0,,2017-01-11 23:51:37,
Muito bom e Legal demais,3,0,,2017-01-11 19:04:40,
Mais ou menos,3,0,3.15.0,2017-01-11 14:06:50,
"Vou instalar, se for bom, eu aumento as estrelas",3,0,3.4.2,2017-01-11 12:49:14,
"Deveria ter como marcarmos conversas favoritas como no whats, garanto que traria mas usuários, assim não precisaríamos ficar procurando aquelas conversas agradáveis que temos com algumas pessoas.",3,0,3.15.0,2017-01-11 01:57:01,
"Poderia organizar entre... Grupos, canais é chats pessoais... Cada um na sua categoria, assim ficaria bem melhor...",3,1,3.16.1,2017-01-10 22:15:40,
"As mensagens muitas vezes não chegam na hora que enviam, tem que abrir o app para ver se enviaram algo! Acontece principalmente com o wifi, mas não só nele, muitas vezes quando estamos no 4G tbm",3,0,3.16.0,2017-01-10 21:20:29,
"Ficaria Melhor se tivesse chamadas de áudio e vídeo, quando tiver essa possibilidade aí sim será melhor que o WhatsApp, e eu darei as duas estrelas que falta!",3,12,3.16.1,2017-01-10 21:13:07,
"Bom, so precisa ter a função de ligar para outras pessoas, tanto chamada de voz quanto chamada de video",3,3,3.16.1,2017-01-10 21:10:03,
Bom De ... Mas Presisa Tira O Negosso De Spam Eu Levo Spam Por Nada tirem isso Que Do Mas Estrelas,3,0,3.16.0,2017-01-10 03:09:50,
"Precisa por separadores de grupos,  canais,  e contatos,  igual no Plus",3,0,3.11.2,2017-01-10 02:27:12,
"A falha acontece principalmente quando o App atualiza automaticamente, e as mensagens só chegam ao abrir o App.",3,5,3.16.1,2017-01-09 23:49:36,
"Porém com um único e bem incômodo detalhe: às vezes as mensagens não chegam na hora do seu envio e sim, somente se eu entrar no APP. Se melhorarem esta falha, aí com certeza eu darei 5 estrelas. 😌",3,32,3.16.1,2017-01-09 20:30:39,
Seria otimo tb se tudo que olhamos não fosse para a galeria ...afinal mesmo sem o icone está ativado para não salvar ele salva assim mesmo na galeria,3,44,3.16.1,2017-01-09 19:33:04,
Gostei muito mais tem que melhora mais os emojis pra uma cor melhor,3,0,,2017-01-09 13:13:56,
Bom dê mas,3,0,,2017-01-09 10:07:48,
2 atualizações em 1 dia,3,0,3.16.1,2017-01-09 01:32:11,
TODA HORA PEDE PRA ATUALIZAR. MUITO CHATO.,3,0,3.16.1,2017-01-08 23:19:13,
Caso for aprovado dou mais estrelas,3,1,3.16.1,2017-01-08 20:51:50,
Só baixei pra falar com uma fake lixoria,3,0,,2017-01-08 20:16:23,
Bom,3,0,3.16.0,2017-01-08 14:09:07,
Gostei so um pouco mas ainda prefiro o whatsapp,3,0,,2017-01-08 02:56:42,
Na moral concertem a parte de que ele desconecta e não conecta mais e tenho q desinstalar e instalar de novo pra funcionar 😒👌,3,0,3.9.0,2017-01-07 13:37:14,
Era ótimo agora fica com bugs :(,3,0,3.16.0,2017-01-07 11:48:35,
ESE jogo não prestar,3,0,,2017-01-06 19:40:44,
Bom....,3,0,,2017-01-05 22:02:36,
"Na nova atualização saiu o feature de apagar a mensagem.Ótima ideia, mas mesmo que você a apague a mensagem da conversa, se a pessoa utiliza a opção de preview da mensagem, ela não é apagada ali. Acaba que não adianta muita coisa, já que a mensagem ainda pode ser lida.",3,3,3.16.0,2017-01-05 13:20:33,
Ele e mais ou menos e bom um poco mais também ñ e ruim,3,0,,2017-01-05 01:22:06,
Porém qria q tivesse a opção de pôr status,3,0,3.16.0,2017-01-04 19:32:52,
"Estou em grupo em q não tomei warn e nem Ban, não estou conseguindo mandar mensagem escrevi envio e fica um ponto de interrogação, o q eu faço! Me AJUDEM",3,0,,2017-01-04 15:56:24,
"Gostaria de poder enviar o conteúdo da mensagem, incluindo os textos por email, mesmo que seja um @bot... pois precisei para um processo trabalhista e o app não ajuda neste aspecto!",3,0,3.16.0,2017-01-04 13:25:59,
"Buga muito. Se o seu 3G estiver instável nem tente usar, vc recebe notificações de nova mensagem e quando abre o App tem q esperar ela chegar pois ela está no servidor ainda. No whats, se vc recebe a notificação é pq a mensagem já está no seu aparelho.",3,12,3.16.0,2017-01-04 09:59:38,
"Os grupos e canais ficam misturados; enfileirados um embaixo do outro. Deveriam ser separados por coluna, de um lado canais do outro grupos... Tipo o Plus Messenger.  Se não fizerem melhorias, vou desinstalar. 😒",3,0,3.15.0,2017-01-04 09:30:46,
E satisfatório,3,0,3.10.1,2017-01-03 20:04:54,
"Ainda estou testando, a princípio funciona bem",3,0,3.15.0,2017-01-03 19:42:41,
Por enquanto ainda to baixando se for bom darei mais estrelas,3,0,,2017-01-03 15:51:13,
Nao  sei ainda nao baixei,3,0,,2017-01-03 13:44:38,
Mas não envia o video todo e também não da pra ver o video diretamente do telegram,3,0,3.15.0,2017-01-03 12:57:47,
Ser sempre feliz!!,3,0,,2017-01-02 22:40:41,
Código aberto 🔓,3,0,3.9.0,2017-01-02 21:32:10,
Da pra utilizar,3,0,3.15.0,2017-01-01 07:00:04,
👍👍👍👍,3,0,,2016-12-30 07:10:50,
"podia estar em vários idiomas"" português""",3,0,3.8.0,2016-12-30 01:15:10,
"Muito,sono",3,0,,2016-12-29 18:45:53,
E bonsinho,3,0,,2016-12-29 11:33:03,
"Pelos comentarios devem ser bom,si eu gostar eu dou mais estrelas",3,0,,2016-12-28 20:52:52,
Ainda estou instalando o APP mais se for bom dor mas duas estrelas,3,0,,2016-12-28 14:15:15,
"Quando uma mensagem de voz está carregando pra ser enviada, basta tocar nela e ela é excluída.  Cansei de excluir mensagens sem querer.",3,0,3.15.0,2016-12-28 11:00:02,
Estamos sempre em busca  de um meio mais rápido p  se comunicar.,3,0,3.15.0,2016-12-28 10:29:15,
Estou abaixando  por isso dei  três estrelas😺,3,0,3.15.0,2016-12-27 12:38:31,
Satisfeito,3,0,,2016-12-27 11:30:30,
"Amei esse aplicativo muito bom 10,00pra quem inventou",3,0,3.15.0,2016-12-26 12:40:39,
Não sei.Vou testar,3,0,,2016-12-26 12:33:56,
Vou experimentar se for bom dnou mais estrelas,3,0,,2016-12-26 11:52:05,
Demais❤,3,0,,2016-12-25 20:58:34,
e indentico a whatssap bom eu tenho no meu tablet,3,0,,2016-12-24 01:04:59,
One hour less.,3,0,3.15.0,2016-12-22 15:46:22,
Mais precisa ter a opção de status e de ligações (voz e video).... Gostaria q melhorasse  .,3,0,3.15.0,2016-12-22 12:29:24,
Bom devi a ser pevi,3,0,,2016-12-20 16:40:26,
E euin😡😡😡😡,3,0,,2016-12-19 21:28:09,
Quem tiver grupono telegram sobre o HTTP INJECTO ME ADICIONE POR FAVOR,3,0,,2016-12-19 20:42:25,
Mt legal!,3,0,,2016-12-19 18:32:08,
Muito bom,3,0,,2016-12-19 16:03:20,
Bem legal,3,0,,2016-12-19 10:52:47,
Era pra ter chamada de voz.,3,0,3.15.0,2016-12-19 10:21:55,
"Tenho um motog2 e nao sei se é bug relativo ao aparelho, mas sempre que desconecta de um WiFi ele leva quase uma hora para reconectar o Telegram. Então eu instalo novamente.... Fora isso é um ótimo app",3,6,3.15.0,2016-12-17 14:32:08,
"Deveria ter uma extensão onde habilita a separação de chat, canais, grupos e favoritos pois quem esta em vários grupos e canais como eu fica tudo muito confuso",3,37,3.15.0,2016-12-17 01:12:55,
Ele e melhor que o whatazap mais o negocio que demora manda mensagen us 5 4 minutos pra manda mensagen e o emojin ficou muito grandr tirou o bung mais ageitem mais pra não demora manda mensagem ok,3,0,3.15.0,2016-12-16 18:46:37,
Se for bom msm eu dou 5 estrelas.,3,0,,2016-12-16 14:56:46,
O aplicativo não está operando muito bem! Mto lento mto lento mesmo....,3,0,3.3.2,2016-12-16 12:43:08,
Derick,3,0,,2016-12-15 20:23:28,
Se for bom mesmo darei mas estrelas.,3,0,,2016-12-14 07:19:27,
Top demais.,3,0,,2016-12-14 01:51:56,
Xik,3,0,,2016-12-14 01:28:59,
Bom,3,0,,2016-12-13 22:23:34,
Nao baixou ainda mas ser for bom eu dor as outras 2 ESTRELAS😇,3,0,,2016-12-13 19:41:07,
Só,3,0,,2016-12-13 16:57:17,
Vou testar,3,0,,2016-12-13 07:54:00,
Bom,3,0,3.15.0,2016-12-12 22:50:57,
Não dar para ser melhor,3,0,,2016-12-12 17:58:51,
Bom,3,0,,2016-12-12 08:59:20,
Só posso dizer isso top,3,0,,2016-12-11 18:12:41,
vamos ver se e bom,3,0,,2016-12-11 09:13:23,
Fechando sozinho :(,3,0,3.15.0,2016-12-11 01:36:47,
"Baixei o app pra entrar no grupo do rudy caro, e estou testando o app, se for.bom assim volto e dou mais estrelas",3,0,3.15.0,2016-12-11 00:46:29,
Bom,3,0,,2016-12-10 23:45:17,
Mais p menos que p mais prefiro whats.,3,0,3.4.0,2016-12-08 22:56:55,
Tem num sei oque pendente,3,0,,2016-12-08 22:00:22,
Pq quase ninguém usa,3,0,,2016-12-08 18:04:50,
É um apps muito bom e legal,3,0,3.11.2,2016-12-08 11:47:03,
As vezes não recebo notificação,3,0,3.14.0,2016-12-07 22:52:59,Could you email us more info please? sms@telegram.org
Vou da três estrelas si gosta dou as cinco,3,0,,2016-12-07 21:44:26,
"O telegram, é muito superior aos outros apps. Porém faz muita falta a lista de transmissão.",3,9,3.15.0,2016-12-07 21:28:55,
Dou mais estrelas,3,0,3.14.0,2016-12-06 22:17:17,
oi,3,0,3.14.0,2016-12-06 19:52:43,
gostei,3,0,3.14.0,2016-12-05 14:58:05,
Eu já tinha instalado antes mais cm celular tava cheio de apps  n funcionou mt bem vamos ver se vai dar certo,3,0,3.14.0,2016-12-03 22:56:44,
As mensagens demora muito pra enviar e a pessoa receber,3,0,3.14.0,2016-12-02 23:22:58,Could you email us more details please? sms@telegram.org
Mas ou menos.,3,0,,2016-12-02 22:49:58,
"Mas ele só superaria o whatsApp se ele fosse grátis ... O telgram ainda é pago , ligações e outros ..",3,0,3.14.0,2016-12-01 14:23:54,
blz falta muita coisa cm ft video etc,3,1,3.14.0,2016-11-30 16:38:43,
"Quando passar a ter chamadas de voz, ai sim ficará melhor que WhatsApp. Troco sem dúvida.",3,0,,2016-11-30 10:50:41,
O ooooo,3,1,,2016-11-29 00:55:22,
Bommm,3,0,,2016-11-28 22:10:00,
"led branco nao funciona alcatel pop,  não da para remover contactos",3,0,3.14.0,2016-11-28 11:44:36,
👏👏,3,0,,2016-11-27 00:03:36,
Vou testar,3,0,,2016-11-26 21:34:13,
"Seria bom se colocassem status igual ao whats, vcs bem q podem pensar nisso..",3,3,3.14.0,2016-11-26 15:35:45,
Obrigado,3,0,,2016-11-25 16:20:24,
Mas commo faso uma chamada de vídeo nao to dando conta.,3,1,3.14.0,2016-11-25 13:38:49,
Poderia conectar com o Whatsapp seria muito legal,3,0,3.14.0,2016-11-25 10:42:09,
Gostei,3,0,,2016-11-25 09:08:14,
Ótimo,3,0,,2016-11-23 20:28:53,
Pouco bom!,3,0,,2016-11-23 17:20:40,
Amuuuuuu,3,0,,2016-11-23 12:58:49,
Só falta poder fazer ligação igual o Whastapp,3,0,3.14.0,2016-11-23 10:35:14,
"É muito pesado, ocupa muito memoria, diferente do whats.",3,0,3.13.0,2016-11-23 07:35:44,
Vou ver se é bom aí do mais estrela,3,0,,2016-11-23 03:09:15,
"Demora mt p,passar áudio e vídeo",3,0,3.13.2,2016-11-23 01:23:39,
E satisfatorio pelo motivos,3,0,,2016-11-23 00:04:36,
"Mas, deixa o sistema lento.",3,0,3.13.2,2016-11-22 20:00:14,
Da de fazer uma configuração de internet de graça. Pelo HTTP INJECTOR,3,0,,2016-11-22 16:01:04,
Luís,3,0,,2016-11-22 12:19:57,
"Esta acontecendo isso em meus dois androides. Já tentei de tudo, desinstalei por várias vezes o aplicativo, contatei o suporte e nada. Por favor arrumem isso.",3,0,3.13.2,2016-11-22 10:14:02,
Jardel Nicolas,3,0,3.13.2,2016-11-21 23:16:08,
"Grupo do Telegram, não estou recebendo a mensagem de confirmação da conta para poder começar a usar o aplicativo, por favor me ajudem",3,0,3.13.2,2016-11-21 23:12:15,
Muito rápido para baixar,3,0,,2016-11-21 22:04:16,
Muito,3,0,,2016-11-21 17:05:18,
Legall,3,0,,2016-11-20 19:46:56,
"Não consegui encontrar uma opção de atualização da lista de contatos, pois tenho alguns contatos que foram modificados e não houve nenhuma alteração na lista do app.",3,0,3.11.2,2016-11-20 19:17:52,
"Queria muito usá lo mas meus amigos não usam,so usam quando o whats sai do ar",3,0,,2016-11-20 13:13:44,
Problemas pra receber notificações. Ja fiz de tudo e não funciona.,3,0,3.13.2,2016-11-19 15:05:29,
Precisa melhorar,3,0,,2016-11-19 13:41:17,
E otimo,3,0,,2016-11-19 13:00:11,
Demora demais pras mensagens irem,3,0,3.13.2,2016-11-19 10:17:35,
ver se eh bom,3,0,,2016-11-17 22:04:22,
Baixem o ZapZap que é em português!,3,0,1.4.12,2016-11-17 14:09:48,
Como e q meche nesse app alguem mim ajude,3,0,3.13.2,2016-11-17 10:29:50,
"Poderia melhorar, colocar chamada como no whatsapp seria ótimo, e aos poucos melhorando...NUNCA VEJO UMA ATUALIZAÇAO DESSE APP.",3,0,3.13.2,2016-11-17 07:02:26,
Poderia ser melhor!,3,0,,2016-11-17 02:05:37,
Se for bom mais 2 estrelas,3,0,,2016-11-17 00:32:10,
Não recebo o código,3,0,,2016-11-16 23:00:04,
"Adoro esse app, mais as mensagens não quer aparecer, nem as fotos que me mandam nem nada😞",3,0,3.13.2,2016-11-16 21:26:17,
Massa,3,0,,2016-11-16 21:03:58,
Adorei este aplicativo,3,0,3.13.2,2016-11-16 16:30:53,
E bom,3,0,3.13.2,2016-11-16 13:10:44,
Mas deveria ter mais mods e o usuário poderia fazer suas próprias configurações. Sinto falta disso.,3,0,3.13.2,2016-11-16 00:09:31,
"Precisa consertar sobre o status da pessoa com quem estamos conversando. Aparece que o contato está online, quando na verdade não está! Aparece que está escrevendo, quando também não está!",3,0,3.13.2,2016-11-15 22:43:00,
Se gostar dou mas estrelas,3,0,3.13.2,2016-11-15 19:15:38,
Eu gostei mas o wats e melhor,3,0,,2016-11-14 21:28:04,
Gostei e bem legal e útil ⭐⭐⭐,3,0,,2016-11-14 10:22:46,
Ele tem a opção de fazer ligação??????,3,0,3.8.0,2016-11-13 10:50:05,
"Eu gostei d mandar e receber vídeo, nesse aplicativo e muito rápido",3,0,2.5.2,2016-11-12 18:28:20,
