content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt
"A alexa tem dificuldade de encontrar assuntos específicos e playlists pessoais. O app também não consegue executar playlists no modo aleatório, através de comando de voz. A skill alarme não permite programar o volume em que irá tocar. Depois que assinei o prime, comecei a ser bombardeada com propagandas. Funciona pior do que quando eu usava sem assinatura!",2,98,2.2.413073.0,2021-07-26 10:22:34,,
"embora muito bom em algumas coisas, é péssima para leitura dos livros Kindle, do nada recomeça a leitura do capítulo, e não sincroniza automaticamente com o app Kindle, depois de notar esse problema, ao abrir o app Kindle apareceu a notificação para voltar a leitura para o início do capítulo, retroceder em 8 páginas o que já havia lido...",1,23,2.2.416420.0,2021-08-23 14:01:40,,
E bem ruim de entender algo que saia do trivial. Achar minha playlist é um teste de paciência. A inteligência artificial da Alexa tem TDA - Transtorno de Débito de Atenção.,2,1,2.2.422256.0,2021-09-13 21:39:52,,
"Se não é para funcionar em celular, era melhor nem fazer, eu tenho que entrar no celular abrir o aplicativo e falar com Alexia para ver se funciona, mesmo assim não vai, tenho que botar no atalho do assistente do meu telefone, pressionar o botão início, aí sim ela vai, jogando é a mesma coisa, derrepentemente era fecha, vamos resolver isso.",1,7,2.2.416420.0,2021-09-01 21:54:03,,
"A leitura de e-books é simplesmente HORRÍVEL, pois para quase no fim do capítulo, volta lá para o início e não permite que você avance. Então você é obrigado a escutar tudo de novo o capitulo que ela acabou de ler. Esse aplicativo é simplesmente muito ruim! Ainda aguardei um tempo pra dar minha avaliação, pois como a Amazon tem inúmeros clientes leitores que usam esse aplicativo pareado com o Kindle, então talvez eles ajeitassem logo o problema. Mas não, infelizmente não houve nenhuma melhora.",2,34,2.2.410255.0,2021-07-13 15:22:01,,
"É bom mas tem muitos bugs, é lento demais, nada que vc clica é instantâneo. Segundos pra trocar de sessão, abrir skills (digo o app, nem estou referindo ao tempo de resposta da Alexa). Sem contar a lerdeza ao usar o assistente. Precisa melhorar e otimizar muito. Fora que não dá pra utilizar skills/rotinas em EN, nem funções como ""fala personalizada"" oq me obriga ficar trocando o país de cobrança pra criar rotinas, isso é péssimo.",2,3,2.2.416420.0,2021-09-04 21:44:36,,
Nossa como está ruim.. Parece que conseguiram piorar... quando a gente reabre o app para alterar música ou volume demora muuuuito para aparecer o que está tocando.. as opções de volume e loop também.. demoram muitooooo. Precisa dar uma melhorada nisso urgente. Horrível. Uso pelo app para arrumar o que está tocando no quarto do meu bebê pra ele dormir e demora tanto que nem vale a pena mais.,1,37,2.2.413073.0,2021-07-20 12:56:56,,
"APP trava em várias situações. Uma delas mais chata, na área de música. A aba precisa ser melhor trabalhada. Ela não pula música na maioria das vezes. Você volta música a barra não segue direito. Na aba que contém as músicas sequências que você está escutando, se você muda próxima música ali, não funciona. Ele finge que pulou música, mas toca a mesma.",2,59,2.2.415290.0,2021-07-30 09:49:45,,
"Não está atualizando minha lista de livros do kindle. Não está mostrando todos os meus livros que compro na amazon, com isso não consigo escutar ela lendo pra mim como antes. Esse bug foi na última atualização. Também não acha tudo que pedimos. O google assistente é bem melhor nisso. Mas o que me incomoda mesmo é que só instalei alexa para ler meus livros e ela não está fazendo a única coisa que me interessa.",2,6,2.2.413073.0,2021-07-29 09:03:26,,
"Fazer qualquer coisa nesse APP É UM TESTE DE PACIÊNCIA. Continua travando que nem uma carroça puxada por formigas... Pqp, parece que uso uma Internet discada e um celular Symbiam - - >Agora vamos as críticas referente ao conteúdo, é um absurdo não ter as mesmas opções de rotinas do que a conta americana, esse sistema é mundial ou não? Por que essa distinção? Ridículo!",1,46,2.2.416420.0,2021-08-22 07:51:00,,
"App totalmente travado, não carrega fotos, demora para acessar o display de reprodução de áudio, dentre outros bugs.",1,2,2.2.423409.0,2021-09-27 11:25:00,,
"Após uma queda de energia. Minha Alexa se desconectou da minha conta no Spotify. Já fiz vários procedimentos, ela consta como vinculada porém não reproduz.",1,1,2.2.423409.0,2021-09-30 08:42:10,,
"Deixa a desejar, já que não tem como chamar a Alexa com o aplicativo fechado, e o reconhecimento de voz que não funciona adequadamente e o modo sussurro não está funcionando! Eu chamo ela umas 5 vezes e ela me atende, se eu chamar ela mais do que isso ela para de atender meus chamados, só volta ao normal quando fecho o aplicativo e apago o cachê do app.",2,40,2.2.421843.0,2021-09-08 12:06:46,,
"App é muito útil, mas darei 2 estrelas porque ele trava muito, muito mesmo e é muito lento, quando clico em alguma opção, tem que esperar de 5 a 15 segundos pra entrar na opção",2,0,2.2.422256.0,2021-09-13 14:08:40,,
"O app para Android é extremamente lento, muito mesmo! Até pensei que fosse minha internet, mas fiz o teste e está normal, aí resolvi ler oa comentários e descobri que é o app que é ruim mesmo. O Echo Dot 4 parece ser bom, mas não da nem pra configurar pelo app pra usar direito. Horrível!",1,28,2.2.421843.0,2021-09-09 15:16:32,,
"Tô fora, depois de formatar o celular, instalei o APP de primeira só pra ter certeza de que com 2min de uso o celular fica pegando fogo, trava de verdade. Então forçei a parada do APP assim que começou a esquentar, aí resolveu. Solução: ninguém usa, ninguém compra mais Alexas.",1,6,2.2.422256.0,2021-09-08 05:16:18,,
"Bastariam 3 modos. O 1⁰ hometheater, 2ª som ambiente e a 3ª qualquer outra. Porém são tantas as configurações que eu tenho certeza que a maioria não consegue configurar se quer o som. Tirando todos os benefícios do aparelho.",2,1,2.2.415290.0,2021-08-01 18:33:59,,
"Aplicativo extremamente lento e confuso. Ao fazer transições entre abas (tela inicial, comunicação, dispositivos...) o aplicativo demora mto para responder ao toque, o mesmo acontece para mostrar a música ou rádio que está tocando na Alexa na aba reprodução.",2,2,2.2.416420.0,2021-08-30 18:48:52,,
"Aplicativo muito pesado, lento, consome muita memória, para fazer o que ele faz. Para se comunicar com o Echo Dot às vezes é um ""parto"". Fica travando e não obedece os comandos. As funções no aplicativo não são nada práticos. Deveria ter ícones na tela inicial com as funções assim facilitaria a utilização.",1,24,2.2.416420.0,2021-08-10 16:11:30,,
"Só dou duas pq consigo ouvir minha rádio predileta quase todos os dias. O layout péssimo, a cor branca do app um pesadelo! Gosto muito das skills, mas é preciso conscientizar da atualização, se não atualiza, é lixo inútil!",2,2,2.2.413073.0,2021-07-21 10:38:47,,
Muito ruim. Comprei ontem essa assistente virtual e não gostei. Hj mesmo já anunciei pra vender. Esse aplicativo é lerdo e não funciona direito. A pareamento da caixa ao wi-fi é simplesmente horrível. Foi uma péssima compra. Uma perda de tempo. Não consegui usar nem o som dessa caixa.,1,6,2.2.416420.0,2021-08-12 23:00:24,,
"App recebe tantas atualizações, mais não resolvem essa lentidão. Outro ponto negativo é a busca por emissoras de rádios, qualquer cidade que se pesquisa, resulta em muitos podcasts, e nada de rádios. Deveria ter um filtro nas pesquisas pra facilitar a busca.",2,139,2.2.415290.0,2021-07-30 07:01:00,,
"Péssimo aplicativo, pesado, lento! Está horrível de configurar novos dispositivos e a ECO 4 como Hub ZigBee tá desconectado os dispositivos toda hora. Aí tem que entrar no app para reconectar, e o app não ajuda pq é muito lento! Lamentável!",1,4,2.2.415290.0,2021-07-30 20:20:08,,
"Faltam diversas opções q já tem nos EUA, ainda não entendi o pq destas diferenças. O q desejo é todos echo toquem música armazenadas no celular por Wifi. Um absurdo só tocar por bluetooth. No Google Mini eu criei 1 grupo para transmissão Wi-Fi, então posso tocar músicas armazenadas do celular neste grupo nos echos não me é permitido fazer isto o q acho um grande atraso em relação ao concorrente.",2,29,2.2.416420.0,2021-08-04 08:10:22,,
"Gostaria de entender porque a Alexa não vincula o youtube music como serviço padrão de musica, sendo que o app da alexa funciona do android, que é do google e faz parte do youtube que é do google. Se não pega os serviços do google, então removam da play store da GOOGLE e criem um sistema próprio amazon... Coisa sem nexo, isso que me impede de usar alexa por essas coisas, porque pago YouTube prêmio para não ver propagandas e obviamente ter o YT music.",1,5,2.2.416420.0,2021-08-21 19:33:42,,
O tempo de resposta do aplicativo é muito demorado. Trava diversas vezes. E a comunicação entre ele e Spotify é péssima e nada lógica.,2,0,2.2.422256.0,2021-09-18 16:25:56,,
Não consigo cadastrar o meu telefone . Já coloquei o número de todas as formas possíveis toda a configuração está habilitada mas não recebo o código sms para habilitar o meu telefone. Também não recebo mensagens pois informa que ainda não me cadastrei no app. Está difícil demais e muito desagradável desse jeito.,1,70,2.2.421843.0,2021-08-31 12:00:55,,
"Aplicativo horrível, trava tudo toda hora, muito lento, esquenta demais o celular quando estou usando, drena a bateria. Meu aparelho é um note 20 ultra. Favor otimizem o Aplicativo pois a comunidade inteira nas redes sociais estão se queixando dos mesmos problemas!",1,6,2.2.416420.0,2021-08-19 13:03:51,,
"App é lento, poucos recursos em relação ao EUA, Tenho Alexa echo show 8 em em casa ela esquenta muito (+ energia) e uso tmb o App com lentidão constantes nas navegações pelo app, selecionar ícone as vezes trava, ocilando, idioma limitado na versão que uso só abre inglês e espanhol. Uso: Xiaomi POCO F3, 6 - 128gb.",1,7,2.2.415290.0,2021-07-31 23:14:06,,
"Aplicativo travando demais, alexa eco dot4 não funciona direito tem que falar 5 vezes pra ela entender. Ficou pessimo essa atualização, sempre desconecta do aplicativo",1,0,2.2.422256.0,2021-09-18 10:00:07,,
"App muito ruim app lento, tentar em 3 celulares gerencia do dispositivo echo dot com lentidão e falha de conexão Me arrependo de ter baixo , app pesado e só da dor de cabeca",1,0,2.2.423409.0,2021-10-03 18:48:56,,
"Aplicativo extremamente pesado. Em aparelhos que não são recentes (último ano) ou top de linha com um tempo maior é praticamente impossível usar, ou é preciso uma paciência absurda. É mais fácil usar qualquer outro recurso/app do que tentar mandar um recado para o Echo, por exemplo.",1,16,2.2.410255.0,2021-07-08 07:50:55,,
"Muito devagar. Não otimizado o aplicativo. Começou a travar quando tenta acessar sem falar (por causa do bebê). Da bug quando usa o echo Show para ligar algo no Netflix no fire stick, uma coisa que o echo dot faz.",1,0,2.2.422256.0,2021-09-20 22:08:23,,
Mais lixo do mundo Como se faz para recuperar a conta nem tem como recuperar senha aí aparece várias tentativas com falha ainda diz que foi a conta bloqueada não tem como desbloquear não para lembrar senha está tudo funcionando antes então por favor precisa ter como recuperar a senha de volta e acessar minha conta para eu conversar com ela e trocar o Google assistente pela Alexa,1,2,2.2.422256.0,2021-09-14 15:20:29,,
"App lento e mto ruim pra colocar playlist nas listas de rotinas... Sempre da erro. Mas é útil pra lista de compras, isso sim (mesmo a lista sendo lenta tbm)",2,0,2.2.416420.0,2021-08-25 18:37:40,,
"O aplicativo é extremamente lento. As respostas da Alexa, para questões simples, são piores do que a pesquisa de voz Google. Deixa muito a desejar. Muito hype e pouca entrega.",1,3,2.2.415290.0,2021-08-01 09:14:49,,
"App muito lento, mesmo depois de limpar o cache do celular e abrir apenas ele, configurações não respondem, lista de notícias não responde, travando toda hora. Uma tristeza tentar configurar, simplesmente a gente desiste.",1,8,2.2.415290.0,2021-07-31 12:17:17,,
"Falta conseguir usar o comando de voz em segundo plano, isso é bem útil dirigindo, tenho usado o Google, mas poderia ser a Alexa... Acho auto é muito caro só pra ter um microfone, sendo q poderia usar o Cel..",2,4,2.2.416420.0,2021-08-05 22:33:55,,
Como faço pra ao mesmo tempo que a musica toca no smartphone a alexa me escutar e responder? Porque quando ta tocando musica e chamo a alexa não acontece nada.,1,0,2.2.423409.0,2021-09-27 19:22:16,,
O App simplesmente é extremamente lento e não otimizado. Quando eu tinha um Galaxy S8 achava que o celular era o problema. Troquei de celular e ainda persiste nisso. Pelo amor de Deus né Amazon ?,1,4,2.2.416420.0,2021-08-06 19:55:12,,
"Achei o aplicativo muito confuso e ""poluído "". Vejo o pessoal com a tela azul, a minha é branca e totalmente diferente. Creio que peguei a versão atualizada.",2,0,2.2.410255.0,2021-07-08 18:34:03,,
"A Alexa está perdendo a Inteligência Artificial. Já não entende mais comandos simples, comandos como ""liga isso ou liga aquilo"" a Alexa entende que é para ligar para alguém e, logicamente, não identifica o contato. Estou migrando para o Google Home.",1,3,2.2.410255.0,2021-07-03 16:26:24,,
"No momento (Agosto 2021), o app no meu smartphone (SM-A515F) roda muito travado. Reconhece o toque (touch) com atraso de 2seg em média. Prefiro acessar pela web as preferências do que pelo app Alexa.",2,0,2.2.416420.0,2021-08-31 16:26:17,,
Aplicativo muito complexo e sem interatividade. Estou a dias tentando conectar minha Alexa em outro Wi-Fi e não foi possível.,2,0,2.2.422256.0,2021-09-14 16:57:27,,
Desinstalei o aplicativo devido aos constantes travamentos e agora não consigo acessar de maneira alguma! Se pudesse nem estrelas daria.,1,1,2.2.416420.0,2021-11-08 04:45:36,,
"Lento demais, por ser um App Amazon deveria representar melhor o nome que carrega. Tem muito a melhorar.",2,1,2.2.422256.0,2021-09-23 08:26:05,,
"O aplicativo é péssimo para a funcionalidade que mais uso. Ao pedir que ele leia um ebook, frequentemente ele para a leitura e retorna a um ponto anterior, obrigando a ouvir tudo de novo e sem dar a opção de avançar. Uma pena!",1,4,2.2.413073.0,2021-07-20 12:30:17,,
"App muito lento. Tem um bug, e você recebe uma chamada e não atende, não tem como tirar a notificação, tem que ir nas configurações e parar o aplicativo.",2,0,2.2.410255.0,2021-07-09 09:23:53,,
"App vampiro, acaba com a bateria do aparelho e não consegui definir nenhuma utilidade para deixá-lo instalado no smartphone, só serve para configurar os dispositivos echoshow e para obter todos os meus contatos (bah!)",1,2,2.2.415290.0,2021-07-31 00:43:15,,
"Aplicativo parece um avião de 1000 toneladas tentando ser puxado por um cavalo. Trava a toda hora, é irresponsivo e a cada clique, 5 segundos de espera pra se ter algum efeito.",2,1,2.2.416420.0,2021-08-31 00:05:53,,
"Aplicativo horrível !!!! Lento, complicado e nada intuitivo. Sem contar no tanto de memória RAM que consome . A simples tarefa de colocar pra despertar com uma música se torna um trabalho de mais de 10 minutos pra tentar encontrar cada opção!!! Ridículo esse app !!",1,16,2.2.410255.0,2021-07-05 18:27:09,,
"poderiam melhorar a interface, ainda é algo muito mediano, tem alguns bugs enquanto procura skills, saudades da interface escura",2,0,2.2.416420.0,2021-08-25 12:39:54,,
"Adoro Alexa mas o aplicativo é péssimo, ruim, horrível. Gente o que isso? Uma lentidão, mais dificuldade em trocar de rede sem fio. Estou desapontado!",1,2,2.2.415290.0,2021-07-30 13:29:39,,
"Depois que instalei o 2 echo dot, o aplicativo no celular simplesmente parou de funcionar os comandos de voz. Não posso fazer chamadas do dispositivo. Já tentei reinstalar e nada...😡",1,1,2.2.413073.0,2021-07-23 15:31:51,,
Estou muito insatisfeito! Nunca consegue tocar minhas playlists do Deezer e quando diz que está tocando uma de minhas playlists a música não faz parte de minha playlist!?!,2,0,2.2.416420.0,2021-08-23 10:49:41,,
"Quanto mais mexem pior fica, nunca vi. Mudei de internet e não consigo por nada alterar para colocar novo rede, usuário e senha. Estou achando mais fácil voltar com a internet antiga do que conseguir mudar a rede. E fora a lentidão absurda.",1,0,2.2.416420.0,2021-08-23 20:22:39,,
"Ótimo, mas ultimamente estou passando muita raiva com esse app, ele fica entrando soziny no novo modo Alexa auto, ora usar no automóvel, toda hora fica entrando, atrapalhando o uso do app",1,2,2.2.410255.0,2021-07-04 21:16:26,,
"Esse aplicativo é horrível. Lento, trava, fecha sozinho e tudo o que tiver direito. Por mim, poderiam aperfeiçoar uma interface sonora na própria Alexa, que dispensasse de vez a obrigatoriedade desse app.",2,2,2.2.416420.0,2021-08-07 20:56:29,,
"O número excessivo de bugs e travamentos chega a comprometer a experiência, chega a irritar, tem muito a melhorar, pelo menos acabem com esses travamentos ridículos pra android",1,2,2.2.416420.0,2021-08-12 00:40:23,,
"O App Android é terrivelmente lento, enquanto no iOS tudo funciona rápido, um absurdo, não tem como usar desse jeito.",1,2,2.2.416420.0,2021-08-19 03:37:20,,
"Ridículo. Tenho conta na Amazon. Tenho os apps Prime, Amazon Music, tudo funcionando bem. Aí baixo o Alexa, coloco email e senha (CORRETOS) e o app fica me perturbando a vida pedindo um maldito código que JAMAIS chegou via SMS. Super tecnologia essa.",1,0,2.2.416420.0,2021-08-28 09:34:08,,
"Pelo AMOR!!! Voltem a logo minimalista circular. O app fica bem na barra de baixo,junto ao app de chamada, sms ,whats etc.... Aí vem essa logo toda riscada 🤦!!!!",1,1,2.2.410255.0,2021-07-02 23:10:21,,
"Para começar... Como vão saber as demandas dos brasileiros se o suporte é americano? Aplicativo muito lento, trava toda hora, impede uma experiência boa de navegação pq parece que tá tudo travado, ao utilizar o Kindle a mesma coisa! Se eu pudesse eu devolvia a alexa pq o estresse com o aplicativo é tão grande diante da lerdeza que uso apenas para escutar som, o que limita toda a usual idade do produto. Se eu investisse numa caixinha de som teria menos problemas.",1,16,2.2.421843.0,2021-09-01 23:31:13,,
"Aplicativo não reconhece o Apple Music, mesmo sendo assinante e com ambos os apps instalados, ele diz ser ""incompatível com o dispositivo"", só pelo fato de se usar Apple Music no Android.",2,0,2.2.410255.0,2021-08-05 15:55:15,,
Horrível. Os serviços vinculados param de funcionar do nada. E a solução é ter wue desinstalar e instalar novamente. Ja fiz isso 3x em uma semana.,1,0,2.2.415290.0,2021-07-30 15:44:40,,
"Péssimo. Sempre apresenta erro, pesado, não intuitivo. Poderiam se inspirar no funcionamento do chromecast que tem um app muito melhor do que esse.",1,1,2.2.410255.0,2021-07-10 22:18:17,,
Que diaxo de app é esse? Uma eternidade para configurar um novo dispositivo. Extremamente ridículo a experiência de usuário. Nota 1000 a abaixo de zero.,1,0,2.2.415290.0,2021-07-29 18:40:07,,
"MUITO PESADO E LENTO !!!!! 400Mbytes de RAM !!!! Para ter ideia, o Faceboook (que é super pesado) 150MBytes.... Em background o Amazon Alexa consome 155MBytes contra 80 do Facebook. Não é atoa que é mais rápido usar um 386 antigo que este App do Amazon Alexa",1,85,2.2.421843.0,2021-09-04 13:38:53,,
"Incapaz de criar lembretes mensais por voz. Após perguntar o dia, ela diz que está com problemas. Poderiam arrumar isso. É um comando simples",1,1,2.2.410255.0,2021-07-05 00:10:17,,
Péssimo de uma hora para outra mostra que minhas rotinas estão duplicadas. Sendo que não existem rotinas duplicadas. Simplesmente péssimo.,1,3,2.2.416420.0,2021-08-10 00:21:13,,
"O app é muito bom e mais rápido que o Google, mas não responde em qualquer tela, mesmo dizendo que faz isso. Essa era a função que eu mais queria.",1,1,2.2.413073.0,2021-07-16 11:22:24,,
"Muito lento. E a localização das skills não é instintiva. Além disso, não reconhece um monte dr músicas do deezer",2,0,2.2.413073.0,2021-07-30 17:51:46,,
"Muito lerdo, trava muito. Tem que desinstalar e instalar de novo para ficar um pouco menos travando e mais rápido.",1,2,2.2.410255.0,2021-07-04 23:38:06,,
Falta widget para criar icones (shortcut) para rotinas para casa inteligente pois nem toda hora vc ta afim de usar comando de voz.,1,1,2.2.416420.0,2021-08-18 01:22:00,,
"O app é lento, tem dificuldade de integração com o próprio Amazon music, imagina com outros. Pelo custo é bem decepcionante.",1,2,2.2.421843.0,2021-09-05 22:48:25,,
Aplicativo lento e travando o celular. E olhe que meu celular é de última geração e com memória e armazenamento quase todo livre. Arrumem isso 🙏🙏,2,0,2.2.410255.0,2021-07-10 00:42:22,,
"App é bom, porém as previsões do tempo são péssimas, se tá chovendo fala que tá ensolarado se fala que tá sol tá chovendo melhorem essas previsões uso bastante",2,1,2.2.413073.0,2021-07-29 20:17:36,,
"A Alexa passou a cancelar os timers ao invés de pausa-lo, mesmo dando o comando de voz ""pausar timer"".",1,0,2.2.416420.0,2021-08-17 11:51:45,,
"Atualização decepcionante. Agora não dá mais para passar a música pelo app, apenas pelo comando de voz. Isso é muito ruim, por favor corrijam isso.",1,3,2.2.416420.0,2021-08-30 19:53:17,,
Aplicativo muito ruim. Trava a plataforma a todo momento. Um sistema como Alexa merece um aplicativo muito mais dinâmico,1,1,2.2.416420.0,2021-08-10 10:51:43,,
Péssimo nunca encontra os dispositivos mesmo estando configurado corretamente ja estalei e desinstalei e nada a única coisa que serve e a lista de compras isso posso fazer na agenda se quiser passar raiva e so instalá e perfeito Pará dá estresse 🙄,1,1,2.2.416420.0,2021-08-13 13:53:10,,
Simplesmente horrível. Aplicativo não conecta a Echo dot ao wifi. Amazon é uma enganação. Dinheiro jogado fora.,1,1,2.2.413073.0,2021-07-24 11:20:01,,
"2 estrelas porque é muito bom, mas em algums momentos da leittura ela reinicia todo o capítulo do livro. Isso atrapalha bastante. Gostaria que arrumassem essa falha.",2,0,2.2.415290.0,2021-08-01 18:03:37,,
"Horrível, não adiantar o áudio ficar repetindo a mesma coisa,gastar Internet e também bateria.",1,1,2.2.413073.0,2021-07-16 22:46:41,,
"Muita resenha ....fala muito para executar um comando simples! Não vincula o Spotify e força vc assinar o Amazon, não tem comando para tvs Samsung",2,0,2.2.421843.0,2021-09-07 13:20:18,,
Não dá para se conectar com a TV Samsung pede para baixar um aplicativo para poder ciclonizar com a TV baixa o aplicativo e o aplicativo não sincroniza com a TV mesmo tiver tudo certinho com a tv o aplicativo que solicita para baixar para sincronizar com a TV não presta,1,1,2.2.413073.0,2021-07-17 20:34:19,,
"Tenho um Multilaser E Lite e não consigo entrar em configurações para inserir meu celular ..qdo entro, se desconecta do app automaticamente",1,0,2.2.413073.0,2021-07-18 06:51:16,,
Baixei c a intenção de ouvir meu e-book enquanto faço tarefas domésticas mas a Alexa repete praticamente todos os parágrafos. Desisti de usar.,1,1,2.2.416420.0,2021-08-07 15:05:44,,
"A alexa deveria fazer chamadas telefônica pela operadora também, e não apenas do dispositivo alexa para outo dispositivo.",1,0,2.2.413073.0,2021-07-14 13:49:07,,
"Não consigo de jeito nenhuma fazer uma dessas skills abrir o YouTube da televisão, tem pra TV tcl, Philco, Philips, mas n tem pra sansung, achei um absurdo isso",2,0,2.2.413073.0,2021-07-17 14:23:59,,
"Pra falar que ele é lento vai ter que melhorar muito, extremamente lento, e não é o celular Estou usando um S20 Samsung, também testei no iphone 8",1,3,2.2.416420.0,2021-08-18 18:42:58,,
"Vocês estão enganando a gente,o plano inicial do music unlimited era R$ 6,90... Do nada apareceu R$ 16,90... Agora entrei no App,e tá dizendo o que amazon music unlimited é R$ 25,90???? Que roubo é esse????",1,0,2.2.416420.0,2021-08-26 13:07:08,,
"Problemas de audio, não ouvi o despertador, mesmo estando acordado, alexa disse que nao entendeu o aue eu falo por varias vezes,",1,2,2.2.416420.0,2021-08-23 06:19:45,,
"Tá ficando lenta, e executando rotinas sem serem exigidas gerando consumo desnecessário.",2,0,2.2.421843.0,2021-09-06 17:05:14,,
"Aplicação em portugues de Portugal e inglês, não podem meter a aplicação totalmente em portugues porque? Alexa não percebe algumas palavras em português de Portugal e é um pouco ""burra""",2,4,2.2.436689.0,2021-12-02 10:32:33,,
"Parou de se conectar com o eWeLink e com o Smart Life, os dispositivos inteligentes pararam de funcionar.",1,1,2.2.436689.0,2021-12-07 16:32:04,,
"Para vender eles te dão toda atenção, mas quando o produto apresenta defeito mesmo dentro da garantia você não tem seu problema resolvido. Decepção total mesmo tendo dois Echodot.",1,0,2.2.436689.0,2021-12-07 04:42:44,,
Desde a última atualização não estou conseguindo criar rotinas com meus dispositivos de casa inteligente. Fica dando a mensagem que eu não tenho nenhum dispositivo.,1,1,2.2.436689.0,2021-11-24 14:05:19,,
"o app é risível, não tem skill YouTube, apesar de um dispositivo ser mostrado no app lg think, insiste que não tem nenhum dispositivo na conta e ele é compatível alexa. patético",1,0,2.2.435306.0,2021-11-21 14:52:00,,
"As skins pararam de funcionar, em específico positivo e smart life Aguardo retorno.",1,1,2.2.436689.0,2021-12-07 17:36:43,,
"Aplicativo extremamente lento e não carrega nada, tá difícil de usar",1,0,2.2.436689.0,2021-12-07 18:50:28,,
"Esta muito ruim.hoje parou de funcionar tudo aqui em casa tv, luzes e etc nao esta controlando mais nada.nao consegue coneccao com app jwcom nem smart life. Voces precisam artumar isto ai",2,0,2.2.436689.0,2021-12-07 19:11:26,,
"Parece que é bem inferior à versao que não é por aplicativo no celular. Nao responde muita coisa, muita coisa não fala..",1,0,2.2.436689.0,2021-12-05 03:00:26,,
"dispositivos se desconectam do nada, tanto da Yeelight quanto plugues da Phillips. Agora mesmo vou ter de resincronizar tudo de novo.",1,0,2.2.436689.0,2021-12-07 15:01:46,,
"Depois da última atualização parou de funcionar com os eletrônicos, está sem conectividade",1,0,2.2.436689.0,2021-12-07 19:18:27,,
"Eu estou muito decepcionada com o aplicativo porque simplesmente leva uma eternidade para abrir ou seja é muito lento, eu gostaria que isso fosse corrigido pois é frustrante tentar controlar os dispositivos instalados e ter que esperar uma eternidade para que o aplicativo funcione",2,10,2.2.432925.0,2021-11-03 04:18:01,,
"Tá um lixo, comando de voz não está funcionando mais e além disso está muito pesado",1,0,2.2.436689.0,2021-11-28 21:22:15,,
app horrível e nada funcional... experiência do usuário não é priorizada... vc precisa ficar procurando as funcionalidades,1,0,2.2.435306.0,2021-11-21 14:54:45,,
"Muito lento, tá louco. configurar uma rotina leva minutos pela lentidão do aplicativo",1,0,2.2.436689.0,2021-12-06 13:08:03,,
"Ultimamente está horrível, sumiu todas as minhas skills e meus outros dispositivos inteligentes.",2,0,2.2.438005.0,2021-12-07 19:08:40,,
Vou dar duas estrelas pois desde a última atualização a mesma não vincula mais com o sportfy e não entende mais alguns comandos.,1,0,2.2.436689.0,2021-12-07 19:06:27,,
"Nunca vi um ser inteligente, fazer um aplicativo que não tem a configuração Wi-Fi evidente. Como que quer vender tecnologia?",1,0,2.2.436689.0,2021-11-30 07:22:51,,
Após está última atualização meus dispositivos foram desconectados e não consigo mais acessar pra conectalos,1,0,2.2.436689.0,2021-11-23 06:01:59,,
"impossível de utilizar o app, skills sem resposta, tempo de carregamento infinito",1,0,2.2.438005.0,2021-12-07 19:39:57,,
"App lento, não abre as opções. Muito ruim de usar.",1,0,2.2.436689.0,2021-12-07 19:13:13,,
"Está muito ruim, não está reproduzindo as músicas, vive com erro de conexão",1,0,2.2.438005.0,2021-12-07 19:06:25,,
Após a atualização de hoje todos os dispositivos da minha casa pararam de funcionar,1,1,2.2.436689.0,2021-12-07 16:51:27,,
"Não consigo utilizar as funções de comunicação, só diz que houve um erro e para tentar novamente mais tarde",2,0,2.2.436689.0,2021-12-05 17:54:23,,
"Alexa nao conecta e agora o app tbm não funciona, está simplesmente um LIXO",1,0,2.2.436689.0,2021-11-30 23:43:55,,
"O aplicativo parou de funcionar, não consigo controlar os aparelhos",1,0,2.2.436689.0,2021-12-07 19:09:31,,
Meus dispositivo da casa inteligente parou de funcionar o app está com problema em veicular as contas da casa inteligente.,1,1,2.2.436689.0,2021-12-07 17:05:43,,
Dificuldade para configurar. Lentidão para processar (tentei em mais de um aparelho).,1,0,2.2.435306.0,2021-11-17 14:41:57,,
"A alexa perdeu a conexão com todos os meus dispositivos smart. E aí, como resolver isso?",2,0,2.2.436689.0,2021-12-07 18:52:11,,
Aplicativo extremamente lento no Android. Tenho Galaxy A71.,1,0,2.2.436689.0,2021-11-28 09:01:39,,
"Última atualização de dezembro parou tudo.. lâmpadas, tomadas etc... Nada funciona",2,0,2.2.436689.0,2021-12-07 16:54:57,,
Eu só queria ter o prazer de usar! Porque todas as vezes pede o país e quando coloco diz que está US. Se coloco US não vai. Só queria esse prazer de um dia usar.,1,0,2.2.436689.0,2021-12-03 18:52:49,,
"O aplicativo não é bom. Precisa melhorar muito, os skills a maioria não funciona 😔",2,0,2.2.435306.0,2021-11-23 12:36:35,,
Incapaz de fazer login. Não me permite continuar após seleciona meu país.,1,0,2.2.436689.0,2021-11-27 22:48:07,,
Atualizou e não estou conseguindo conectar minha lâmpada à alexa. Uma vergonha essa atualização.,1,0,2.2.436689.0,2021-12-07 19:18:19,,
O app apresenta lentidao e erros ao lancar comandos aos dispositivos,1,0,2.2.436689.0,2021-12-07 19:09:10,,
Parou de funcionar a integração com todos os dispositivos. Resolvam por favor!,1,3,2.2.438005.0,2021-12-07 15:43:23,,
